coin,date,sc,state_final,armed_t,failed_t,hit_t
ETH,2025-09-08,2,hit,1.7573373e+18,,1.7573382e+18
ETH,2025-09-09,1,hit,1.7574291e+18,,1.7574327e+18
ETH,2025-09-09,2,failed,1.7574255e+18,1.7574282e+18,
ETH,2025-09-10,1,pending,,,
ETH,2025-09-10,2,hit,1.7575101e+18,,1.7575119e+18
ETH,2025-09-11,1,armed,1.7575965e+18,,
ETH,2025-09-11,2,pending,,,
ETH,2025-09-12,1,hit,1.7576856e+18,,1.7576946e+18
ETH,2025-09-12,2,pending,,,
ETH,2025-09-15,1,hit,1.7579421e+18,,1.7579439e+18
ETH,2025-09-15,2,pending,,,
ETH,2025-09-16,1,hit,1.7580303e+18,,1.7580312e+18
ETH,2025-09-16,2,pending,,,
ETH,2025-09-17,1,hit,1.7581149e+18,,1.7581158e+18
ETH,2025-09-17,2,armed,1.758132e+18,,
ETH,2025-09-18,1,hit,1.7582049e+18,,1.7582139e+18
ETH,2025-09-18,2,failed,1.7582031e+18,1.7582049e+18,
ETH,2025-09-19,1,armed,1.758294e+18,,
ETH,2025-09-19,2,failed,1.7582877e+18,1.758294e+18,
ETH,2025-09-22,1,armed,1.7585541e+18,,
ETH,2025-09-23,1,pending,,,
ETH,2025-09-23,2,pending,,,
ETH,2025-09-24,1,pending,,,
ETH,2025-09-24,2,hit,1.7587215e+18,,1.7587224e+18
ETH,2025-09-24,3,pending,,,
ETH,2025-09-25,1,hit,1.7588061e+18,,1.7588079e+18
ETH,2025-09-25,2,pending,,,
ETH,2025-09-26,1,hit,1.7589042e+18,,1.7589051e+18
ETH,2025-09-26,2,pending,,,
ETH,2025-09-29,1,pending,,,
ETH,2025-09-29,2,hit,1.7591535e+18,,1.7591544e+18
ETH,2025-09-29,3,failed,1.7591535e+18,1.7591544e+18,
ETH,2025-09-30,1,failed,1.7592426e+18,1.7592444e+18,
ETH,2025-09-30,2,pending,,,
ETH,2025-09-30,3,pending,,,
ETH,2025-10-01,1,pending,,,
ETH,2025-10-01,2,hit,1.7593281e+18,,1.7593299e+18
ETH,2025-10-02,1,hit,1.7594208e+18,,1.7594217e+18
ETH,2025-10-02,2,failed,1.7594172e+18,1.7594181e+18,
ETH,2025-10-03,1,failed,1.7594982e+18,1.7595009e+18,
ETH,2025-10-03,2,failed,1.7594973e+18,1.7594982e+18,
ETH,2025-10-06,1,hit,1.7597565e+18,,1.7597583e+18
ETH,2025-10-06,2,pending,,,
ETH,2025-10-07,1,hit,1.7598429e+18,,1.7598438e+18
ETH,2025-10-07,2,hit,1.7598447e+18,,1.7598465e+18
ETH,2025-10-08,1,armed,1.7599437e+18,,
ETH,2025-10-08,2,failed,1.7599311e+18,1.7599329e+18,
ETH,2025-10-09,1,failed,1.7600211e+18,1.760022e+18,
ETH,2025-10-09,2,failed,1.7600157e+18,1.7600184e+18,
ETH,2025-10-10,1,hit,1.7601021e+18,,1.7601039e+18
ETH,2025-10-10,2,hit,1.7601084e+18,,1.7601093e+18
ETH,2025-10-13,1,failed,1.760364e+18,1.7603658e+18,
ETH,2025-10-13,2,pending,,,
ETH,2025-10-14,1,pending,,,
ETH,2025-10-14,2,hit,1.7604513e+18,,1.7604576e+18
ETH,2025-10-15,1,pending,,,
ETH,2025-10-15,2,failed,1.7605368e+18,1.7605377e+18,
ETH,2025-10-16,1,hit,1.7606214e+18,,1.7606286e+18
ETH,2025-10-16,2,pending,,,
ETH,2025-10-17,1,pending,,,
ETH,2025-10-17,2,failed,1.7607069e+18,1.7607177e+18,
ETH,2025-10-20,1,hit,1.7609661e+18,,1.7609733e+18
ETH,2025-10-20,2,pending,,,
ETH,2025-10-21,1,pending,,,
ETH,2025-10-21,2,hit,1.7610561e+18,,1.761057e+18
ETH,2025-10-22,1,failed,1.7611389e+18,1.7611434e+18,
ETH,2025-10-22,2,failed,1.7611434e+18,1.7611452e+18,
ETH,2025-10-23,1,hit,1.7612352e+18,,1.7612388e+18
ETH,2025-10-23,2,pending,,,
ETH,2025-10-24,1,armed,1.7613162e+18,,
ETH,2025-10-24,2,failed,1.7613117e+18,1.7613162e+18,
ETH,2025-10-27,1,armed,1.7615817e+18,,
ETH,2025-10-27,2,failed,1.7615727e+18,1.7615736e+18,
ETH,2025-10-28,1,hit,1.7616573e+18,,1.7616591e+18
ETH,2025-10-28,2,failed,1.7616663e+18,1.7616699e+18,
ETH,2025-10-29,1,hit,1.7617464e+18,,1.7617482e+18
ETH,2025-10-29,2,pending,,,
ETH,2025-10-30,1,hit,1.7618301e+18,,1.761831e+18
ETH,2025-10-30,2,pending,,,
ETH,2025-10-31,1,failed,1.7619237e+18,1.7619273e+18,
ETH,2025-10-31,2,pending,,,
ETH,2025-11-03,1,hit,1.7621838e+18,,1.7621847e+18
ETH,2025-11-04,1,failed,1.7622666e+18,1.7622675e+18,
ETH,2025-11-04,2,failed,1.7622702e+18,1.762272e+18,
ETH,2025-11-05,1,hit,1.7623521e+18,,1.7623575e+18
ETH,2025-11-05,2,pending,,,
ETH,2025-11-06,1,hit,1.7624403e+18,,1.7624475e+18
ETH,2025-11-06,2,failed,1.7624385e+18,1.7624412e+18,
ETH,2025-11-07,1,hit,1.7625249e+18,,1.7625267e+18
ETH,2025-11-07,2,pending,,,
ETH,2025-11-10,1,failed,1.762785e+18,1.7627868e+18,
ETH,2025-11-10,2,hit,1.7627859e+18,,1.7627868e+18
ETH,2025-11-11,1,hit,1.7628705e+18,,1.7628741e+18
ETH,2025-11-11,2,pending,,,
ETH,2025-11-12,1,failed,1.7629569e+18,1.7629587e+18,
ETH,2025-11-12,2,hit,1.7629587e+18,,1.7629623e+18
ETH,2025-11-13,1,pending,,,
ETH,2025-11-13,2,hit,1.7630433e+18,,1.7630451e+18
ETH,2025-11-14,1,hit,1.7631315e+18,,1.7631378e+18
ETH,2025-11-14,2,pending,,,
ETH,2025-11-17,1,hit,1.7633889e+18,,1.7633961e+18
ETH,2025-11-17,2,pending,,,
ETH,2025-11-18,1,hit,1.7634762e+18,,1.7634789e+18
ETH,2025-11-18,2,pending,,,
ETH,2025-11-19,1,pending,,,
ETH,2025-11-19,2,hit,1.7635617e+18,,1.7635671e+18
ETH,2025-11-20,1,hit,1.7636481e+18,,1.763649e+18
ETH,2025-11-20,2,pending,,,
ETH,2025-11-21,1,failed,1.7637462e+18,1.7637489e+18,
ETH,2025-11-21,2,failed,1.7637399e+18,1.7637444e+18,
ETH,2025-11-24,1,failed,1.7639946e+18,1.7639964e+18,
ETH,2025-11-24,2,hit,1.7640027e+18,,1.7640054e+18
ETH,2025-11-25,1,failed,1.7640801e+18,1.7640909e+18,
ETH,2025-11-25,2,pending,,,
ETH,2025-11-26,1,pending,,,
ETH,2025-11-26,2,hit,1.7641782e+18,,1.7641791e+18
ETH,2025-11-27,1,pending,,,
ETH,2025-11-27,2,hit,1.7642574e+18,,1.7642691e+18
ETH,2025-11-28,1,failed,1.7643501e+18,1.7643537e+18,
ETH,2025-11-28,2,failed,1.7643402e+18,1.7643411e+18,
ETH,2025-12-01,1,hit,1.764603e+18,,1.7646039e+18
ETH,2025-12-01,2,pending,,,
ETH,2025-12-02,1,hit,1.7646849e+18,,1.7646867e+18
ETH,2025-12-02,2,pending,,,
ETH,2025-12-03,1,failed,1.7647713e+18,1.7647731e+18,
ETH,2025-12-03,2,failed,1.7647731e+18,1.7647749e+18,
ETH,2025-12-04,1,failed,1.7648631e+18,1.7648676e+18,
ETH,2025-12-04,2,failed,1.7648604e+18,1.7648631e+18,
ETH,2025-12-05,1,failed,1.7649477e+18,1.7649504e+18,
ETH,2025-12-05,2,hit,1.7649441e+18,,1.764945e+18
ETH,2025-12-08,1,armed,1.7652069e+18,,
ETH,2025-12-08,2,failed,1.7652033e+18,1.765206e+18,
ETH,2025-12-09,1,hit,1.7652942e+18,,1.7652951e+18
ETH,2025-12-09,2,failed,1.7652897e+18,1.7652942e+18,
ETH,2025-12-10,1,hit,1.765377e+18,,1.7653923e+18
ETH,2025-12-10,2,pending,,,
ETH,2025-12-11,1,failed,1.7654652e+18,1.765467e+18,
ETH,2025-12-11,2,armed,1.7654778e+18,,
ETH,2025-12-12,1,pending,,,
ETH,2025-12-12,2,hit,1.7655489e+18,,1.7655534e+18
ETH,2025-12-15,1,pending,,,
ETH,2025-12-15,2,hit,1.7658081e+18,,1.7658099e+18
ETH,2025-12-16,1,pending,,,
ETH,2025-12-16,2,armed,1.7658945e+18,,
ETH,2025-12-17,1,hit,1.7659872e+18,,1.7659881e+18
ETH,2025-12-17,2,hit,1.7659836e+18,,1.7659845e+18
ETH,2025-12-18,1,hit,1.7660673e+18,,1.7660682e+18
ETH,2025-12-18,2,failed,1.766079e+18,1.7660817e+18,
ETH,2025-12-19,1,armed,1.7661672e+18,,
ETH,2025-12-19,2,failed,1.7661555e+18,1.7661663e+18,
ETH,2025-12-22,1,armed,1.7664147e+18,,
ETH,2025-12-22,2,pending,,,
ETH,2025-12-23,1,hit,1.7664993e+18,,1.7665002e+18
ETH,2025-12-23,2,pending,,,
ETH,2025-12-24,1,hit,1.7665875e+18,,1.7665893e+18
ETH,2025-12-24,2,pending,,,
ETH,2025-12-25,1,failed,1.766673e+18,1.7666757e+18,
ETH,2025-12-25,2,hit,1.7666766e+18,,1.7666775e+18
ETH,2025-12-26,1,hit,1.7667603e+18,,1.7667612e+18
ETH,2025-12-26,2,failed,1.7667585e+18,1.7667603e+18,
ETH,2025-12-29,1,failed,1.7670195e+18,1.7670204e+18,
ETH,2025-12-29,2,armed,1.7670348e+18,,
ETH,2025-12-30,1,pending,,,
ETH,2025-12-30,2,failed,1.767105e+18,1.7671068e+18,
ETH,2025-12-31,1,failed,1.7671905e+18,1.7671941e+18,
ETH,2025-12-31,2,hit,1.7671995e+18,,1.7672013e+18
ETH,2026-01-01,1,pending,,,
ETH,2026-01-01,2,pending,,,
ETH,2026-01-01,3,pending,,,
ETH,2026-01-02,1,hit,1.7673651e+18,,1.767366e+18
ETH,2026-01-02,2,pending,,,
ETH,2026-01-02,3,failed,1.767366e+18,1.7673687e+18,
ETH,2026-01-05,1,hit,1.7676279e+18,,1.7676396e+18
ETH,2026-01-05,2,failed,1.7676225e+18,1.7676279e+18,
ETH,2026-01-06,1,hit,1.7677089e+18,,1.7677098e+18
ETH,2026-01-06,2,armed,1.7677224e+18,,
ETH,2026-01-07,1,pending,,,
ETH,2026-01-07,2,hit,1.7677953e+18,,1.7677989e+18
ETH,2026-01-08,1,hit,1.7678862e+18,,1.7678952e+18
ETH,2026-01-08,2,failed,1.7678826e+18,1.7678862e+18,
ETH,2026-01-09,1,hit,1.7679726e+18,,1.7679753e+18
ETH,2026-01-09,2,failed,1.7679699e+18,1.7679726e+18,
ETH,2026-01-12,1,failed,1.7682282e+18,1.76823e+18,
ETH,2026-01-12,2,hit,1.7682327e+18,,1.7682336e+18
ETH,2026-01-13,1,pending,,,
ETH,2026-01-13,2,hit,1.7683146e+18,,1.76832e+18
ETH,2026-01-13,3,failed,1.76832e+18,1.7683227e+18,
ETH,2026-01-14,1,hit,1.7684001e+18,,1.7684028e+18
ETH,2026-01-14,2,pending,,,
ETH,2026-01-15,1,failed,1.7684865e+18,1.7684883e+18,
ETH,2026-01-15,2,hit,1.7684883e+18,,1.7685e+18
ETH,2026-01-16,1,pending,,,
ETH,2026-01-16,2,hit,1.7685747e+18,,1.7685783e+18
ETH,2026-01-19,1,pending,,,
ETH,2026-01-19,2,armed,1.7688321e+18,,
ETH,2026-01-20,1,hit,1.7689185e+18,,1.7689194e+18
ETH,2026-01-21,1,hit,1.7690049e+18,,1.7690067e+18
ETH,2026-01-21,2,hit,1.7690139e+18,,1.7690148e+18
ETH,2026-01-21,3,failed,1.7690049e+18,1.7690058e+18,
ETH,2026-01-22,1,hit,1.7690913e+18,,1.7690931e+18
ETH,2026-01-22,2,pending,,,
ETH,2026-01-23,1,hit,1.7691795e+18,,1.7691813e+18
ETH,2026-01-23,2,hit,1.769184e+18,,1.7691894e+18
ETH,2026-01-23,3,failed,1.769184e+18,1.7691867e+18,
ETH,2026-01-26,1,failed,1.7694369e+18,1.7694387e+18,
ETH,2026-01-26,2,failed,1.7694405e+18,1.7694414e+18,
ETH,2026-01-27,1,pending,,,
ETH,2026-01-27,2,failed,1.7695233e+18,1.7695251e+18,
ETH,2026-01-27,3,failed,1.7695305e+18,1.7695314e+18,
ETH,2026-01-28,1,hit,1.7696106e+18,,1.7696115e+18
ETH,2026-01-28,2,pending,,,
ETH,2026-01-28,3,pending,,,
ETH,2026-01-29,1,hit,1.769697e+18,,1.7696979e+18
ETH,2026-01-29,2,pending,,,
ETH,2026-01-29,3,pending,,,
ETH,2026-01-30,1,failed,1.7697843e+18,1.769787e+18,
ETH,2026-01-30,2,failed,1.7697978e+18,1.7697987e+18,
ETH,2026-02-02,1,hit,1.7700435e+18,,1.7700471e+18
ETH,2026-02-02,2,failed,1.7700417e+18,1.7700435e+18,
ETH,2026-02-03,1,hit,1.7701299e+18,,1.7701308e+18
ETH,2026-02-03,2,pending,,,
ETH,2026-02-04,1,pending,,,
ETH,2026-02-04,2,hit,1.7702145e+18,,1.7702154e+18
ETH,2026-02-05,1,failed,1.7703018e+18,1.7703036e+18,
ETH,2026-02-05,2,hit,1.7703036e+18,,1.7703045e+18
ETH,2026-02-06,1,hit,1.7703891e+18,,1.7703945e+18
ETH,2026-02-06,2,pending,,,
ETH,2026-02-09,1,pending,,,
ETH,2026-02-09,2,hit,1.7706492e+18,,1.7706555e+18
ETH,2026-02-10,1,pending,,,
ETH,2026-02-10,2,hit,1.7707329e+18,,1.7707338e+18
ETH,2026-02-11,1,failed,1.7708193e+18,1.7708211e+18,
ETH,2026-02-11,2,hit,1.770822e+18,,1.7708229e+18
ETH,2026-02-12,1,hit,1.7709075e+18,,1.7709129e+18
ETH,2026-02-12,2,pending,,,
ETH,2026-02-13,1,hit,1.770993e+18,,1.7709957e+18
ETH,2026-02-13,2,pending,,,
ETH,2026-02-16,1,failed,1.7712522e+18,1.7712639e+18,
ETH,2026-02-16,2,pending,,,
ETH,2026-02-17,1,failed,1.7713404e+18,1.7713449e+18,
ETH,2026-02-17,2,failed,1.7713377e+18,1.7713404e+18,
ETH,2026-02-18,1,failed,1.7714295e+18,1.7714313e+18,
ETH,2026-02-18,2,hit,1.7714241e+18,,1.771425e+18
ETH,2026-02-19,1,hit,1.7715105e+18,,1.7715141e+18
ETH,2026-02-19,2,pending,,,
ETH,2026-02-20,1,hit,1.7716014e+18,,1.771614e+18
ETH,2026-02-20,2,failed,1.7715969e+18,1.7716032e+18,
ETH,2026-02-23,1,failed,1.7718561e+18,1.7718579e+18,
ETH,2026-02-24,1,hit,1.7719461e+18,,1.7719497e+18
ETH,2026-02-24,2,failed,1.7719425e+18,1.7719452e+18,
ETH,2026-02-25,1,pending,,,
ETH,2026-02-25,2,hit,1.7720289e+18,,1.7720316e+18
ETH,2026-02-26,1,pending,,,
ETH,2026-02-26,2,hit,1.772118e+18,,1.7721198e+18
ETH,2026-02-27,1,failed,1.7722017e+18,1.7722035e+18,
ETH,2026-02-27,2,armed,1.7722035e+18,,
ETH,2026-03-02,1,hit,1.7724627e+18,,1.7724636e+18
ETH,2026-03-02,2,pending,,,
ETH,2026-03-03,1,failed,1.7725491e+18,1.7725527e+18,
ETH,2026-03-03,2,armed,1.7725545e+18,,
ETH,2026-03-04,1,hit,1.7726382e+18,,1.7726391e+18
ETH,2026-03-04,2,pending,,,
ETH,2026-03-05,1,pending,,,
ETH,2026-03-05,2,hit,1.7727201e+18,,1.7727237e+18
ETH,2026-03-06,1,pending,,,
ETH,2026-03-06,2,hit,1.7728065e+18,,1.7728083e+18
ETH,2026-03-09,1,failed,1.7730639e+18,1.7730783e+18,
ETH,2026-03-09,2,pending,,,
ETH,2026-03-10,1,hit,1.7731485e+18,,1.7731503e+18
ETH,2026-03-10,2,armed,1.7731548e+18,,
ETH,2026-03-11,1,hit,1.7732349e+18,,1.7732358e+18
ETH,2026-03-11,2,pending,,,
ETH,2026-03-12,1,failed,1.7733222e+18,1.7733231e+18,
ETH,2026-03-12,2,pending,,,
ETH,2026-03-12,3,pending,,,
ETH,2026-03-13,1,hit,1.7734077e+18,,1.7734086e+18
ETH,2026-03-13,2,failed,1.7734194e+18,1.7734203e+18,
ETH,2026-03-16,1,hit,1.7736669e+18,,1.7736687e+18
ETH,2026-03-17,1,failed,1.7737551e+18,1.7737623e+18,
ETH,2026-03-17,2,pending,,,
ETH,2026-03-18,1,pending,,,
ETH,2026-03-18,2,hit,1.7738397e+18,,1.7738442e+18
ETH,2026-03-19,1,pending,,,
ETH,2026-03-19,2,hit,1.7739261e+18,,1.773927e+18
ETH,2026-03-20,1,hit,1.7740125e+18,,1.7740152e+18
ETH,2026-03-20,2,pending,,,
ETH,2026-03-23,1,failed,1.7742816e+18,1.7742825e+18,
ETH,2026-03-24,1,hit,1.774359e+18,,1.7743725e+18
ETH,2026-03-24,2,pending,,,
ETH,2026-03-24,3,pending,,,
ETH,2026-03-25,1,pending,,,
ETH,2026-03-25,2,armed,1.7744508e+18,,
ETH,2026-03-25,3,pending,,,
ETH,2026-03-26,1,armed,1.7745381e+18,,
ETH,2026-03-26,2,failed,1.7745309e+18,1.7745381e+18,
ETH,2026-03-26,3,failed,1.7745309e+18,1.7745327e+18,
ETH,2026-03-27,1,hit,1.7746191e+18,,1.77462e+18
ETH,2026-03-30,1,pending,,,
ETH,2026-03-30,2,armed,1.7748783e+18,,
ETH,2026-03-31,1,pending,,,
ETH,2026-03-31,2,failed,1.7749674e+18,1.7749755e+18,
ETH,2026-04-01,1,failed,1.7750511e+18,1.7750592e+18,
ETH,2026-04-01,2,armed,1.7750619e+18,,
ETH,2026-04-02,1,hit,1.7751357e+18,,1.7751375e+18
ETH,2026-04-03,1,hit,1.7752221e+18,,1.775223e+18
ETH,2026-04-03,2,pending,,,
ETH,2026-04-03,3,pending,,,
ETH,2026-04-06,1,failed,1.7754813e+18,1.7754885e+18,
ETH,2026-04-06,2,pending,,,
ETH,2026-04-07,1,hit,1.7755686e+18,,1.7755695e+18
ETH,2026-04-07,2,failed,1.7755677e+18,1.7755695e+18,
ETH,2026-04-08,1,failed,1.7756541e+18,1.7756559e+18,
ETH,2026-04-08,2,hit,1.7756559e+18,,1.7756604e+18
ETH,2026-04-09,1,hit,1.7757495e+18,,1.7757504e+18
ETH,2026-04-09,2,hit,1.7757405e+18,,1.7757414e+18
ETH,2026-04-10,1,hit,1.7758296e+18,,1.775844e+18
ETH,2026-04-10,2,pending,,,
ETH,2026-04-13,1,hit,1.7760861e+18,,1.776087e+18
ETH,2026-04-13,2,pending,,,
ETH,2026-04-14,1,pending,,,
ETH,2026-04-14,2,hit,1.7761788e+18,,1.7761797e+18
ETH,2026-04-15,1,hit,1.7762661e+18,,1.7762706e+18
ETH,2026-04-15,2,failed,1.7762607e+18,1.7762625e+18,
ETH,2026-04-16,1,hit,1.776348e+18,,1.7763489e+18
ETH,2026-04-16,2,failed,1.7763453e+18,1.776348e+18,
ETH,2026-04-17,1,pending,,,
ETH,2026-04-17,2,hit,1.7764317e+18,,1.7764326e+18
ETH,2026-04-20,1,failed,1.7766909e+18,1.7766945e+18,
ETH,2026-04-21,1,pending,,,
ETH,2026-04-21,2,hit,1.7767773e+18,,1.7767782e+18
ETH,2026-04-22,1,hit,1.7768637e+18,,1.7768664e+18
ETH,2026-04-23,1,hit,1.7769654e+18,,1.7769663e+18
ETH,2026-04-23,2,failed,1.7769555e+18,1.7769645e+18,
ETH,2026-04-24,1,pending,,,
ETH,2026-04-24,2,pending,,,
ETH,2026-04-27,1,hit,1.7772957e+18,,1.7773029e+18
ETH,2026-04-28,1,failed,1.7773821e+18,1.777392e+18,
ETH,2026-04-28,2,armed,1.7773956e+18,,
ETH,2026-04-29,1,pending,,,
ETH,2026-04-29,2,hit,1.7774685e+18,,1.7774694e+18
ETH,2026-04-29,3,pending,,,
ETH,2026-04-30,1,pending,,,
ETH,2026-04-30,2,armed,1.7775549e+18,,
ETH,2026-04-30,3,failed,1.7775549e+18,1.7775567e+18,
ETH,2026-05-01,1,pending,,,
ETH,2026-05-01,2,hit,1.7776413e+18,,1.7776422e+18
ETH,2026-05-01,3,failed,1.7776413e+18,1.7776422e+18,
ETH,2026-05-04,1,pending,,,
ETH,2026-05-04,2,hit,1.7779041e+18,,1.7779068e+18
ETH,2026-05-05,1,failed,1.7779869e+18,1.7779995e+18,
ETH,2026-05-05,2,pending,,,
ETH,2026-05-05,3,pending,,,
ETH,2026-05-06,1,pending,,,
ETH,2026-05-06,2,hit,1.7780733e+18,,1.7780742e+18
ETH,2026-05-06,3,pending,,,
ETH,2026-05-07,1,hit,1.7781642e+18,,1.7781678e+18
ETH,2026-05-07,2,pending,,,
ETH,2026-05-07,3,pending,,,
ETH,2026-05-08,1,hit,1.7782614e+18,,1.7782623e+18
ETH,2026-05-08,2,hit,1.7782461e+18,,1.778247e+18
ETH,2026-05-08,3,failed,1.7782614e+18,1.7782623e+18,
ETH,2026-05-11,1,failed,1.7785098e+18,1.7785134e+18,
ETH,2026-05-11,2,armed,1.7785215e+18,,
ETH,2026-05-12,1,armed,1.7785944e+18,,
ETH,2026-05-12,2,pending,,,
ETH,2026-05-12,3,pending,,,
ETH,2026-05-13,1,pending,,,
ETH,2026-05-13,2,hit,1.7786781e+18,,1.7786799e+18
ETH,2026-05-13,3,pending,,,
ETH,2026-05-14,1,failed,1.7787672e+18,1.7787681e+18,
ETH,2026-05-14,2,failed,1.7787645e+18,1.7787672e+18,
ETH,2026-05-14,3,failed,1.7787645e+18,1.7787699e+18,
ETH,2026-05-15,1,hit,1.7788527e+18,,1.7788536e+18
ETH,2026-05-15,2,pending,,,
ETH,2026-05-15,3,pending,,,
ETH,2026-05-18,1,hit,1.7791119e+18,,1.7791137e+18
ETH,2026-05-19,1,pending,,,
ETH,2026-05-19,2,failed,1.7791974e+18,1.7791992e+18,
ETH,2026-05-20,1,failed,1.7792829e+18,1.7792847e+18,
ETH,2026-05-20,2,pending,,,
ETH,2026-05-20,3,pending,,,
ETH,2026-05-21,1,failed,1.7793711e+18,1.779372e+18,
ETH,2026-05-21,2,hit,1.779372e+18,,1.7793765e+18
ETH,2026-05-21,3,failed,1.779372e+18,1.7793765e+18,
ETH,2026-05-22,1,hit,1.7794566e+18,,1.7794602e+18
ETH,2026-05-22,2,failed,1.7794557e+18,1.7794593e+18,
ETH,2026-05-22,3,pending,,,
ETH,2026-05-25,1,pending,,,
ETH,2026-05-25,2,hit,1.7797194e+18,,1.7797284e+18
ETH,2026-05-25,3,armed,1.7797284e+18,,
ETH,2026-05-26,1,failed,1.7798022e+18,1.7798049e+18,
ETH,2026-05-26,2,failed,1.7798058e+18,1.7798067e+18,
ETH,2026-05-26,3,pending,,,
ETH,2026-05-27,1,hit,1.7798877e+18,,1.7798886e+18
ETH,2026-05-27,2,pending,,,
ETH,2026-05-28,1,hit,1.7799777e+18,,1.7799903e+18
ETH,2026-05-28,2,pending,,,
ETH,2026-05-29,1,failed,1.7800605e+18,1.7800677e+18,
ETH,2026-05-29,2,hit,1.7800677e+18,,1.7800686e+18
ETH,2026-06-01,1,hit,1.7803197e+18,,1.7803233e+18
ETH,2026-06-01,2,pending,,,
ETH,2026-06-02,1,hit,1.7804106e+18,,1.7804115e+18
ETH,2026-06-02,2,pending,,,
ETH,2026-06-03,1,hit,1.780497e+18,,1.7805024e+18
ETH,2026-06-03,2,pending,,,
ETH,2026-06-04,1,failed,1.7805789e+18,1.7805951e+18,
ETH,2026-06-04,2,pending,,,
ETH,2026-06-05,1,hit,1.7806671e+18,,1.780668e+18
ETH,2026-06-08,1,failed,1.7809245e+18,1.7809272e+18,
ETH,2026-06-08,2,armed,1.7809389e+18,,
ETH,2026-06-09,1,hit,1.7810136e+18,,1.7810154e+18
ETH,2026-06-09,2,pending,,,
ETH,2026-06-10,1,hit,1.7810991e+18,,1.7811072e+18
ETH,2026-06-10,2,pending,,,
ETH,2026-06-11,1,hit,1.7811999e+18,,1.7812008e+18
ETH,2026-06-12,1,hit,1.7812701e+18,,1.781271e+18
ETH,2026-06-12,2,failed,1.7812773e+18,1.7812791e+18,
ETH,2026-06-15,1,hit,1.7815293e+18,,1.7815302e+18
ETH,2026-06-15,2,pending,,,
ETH,2026-06-16,1,failed,1.7816157e+18,1.7816202e+18,
ETH,2026-06-16,2,armed,1.7816193e+18,,
ETH,2026-06-17,1,pending,,,
ETH,2026-06-17,2,hit,1.781703e+18,,1.7817066e+18
ETH,2026-06-18,1,pending,,,
ETH,2026-06-18,2,hit,1.7817903e+18,,1.7817966e+18
ETH,2026-06-19,1,pending,,,
ETH,2026-06-19,2,failed,1.7818857e+18,1.7818884e+18,
ETH,2026-06-22,1,hit,1.7821467e+18,,1.7821494e+18
ETH,2026-06-22,2,hit,1.7821359e+18,,1.7821368e+18
ETH,2026-06-23,1,failed,1.7822205e+18,1.7822241e+18,
ETH,2026-06-24,1,pending,,,
ETH,2026-06-24,2,hit,1.7823069e+18,,1.7823078e+18
ETH,2026-06-25,1,pending,,,
ETH,2026-06-25,2,hit,1.7823951e+18,,1.782396e+18
ETH,2026-06-26,1,pending,,,
ETH,2026-06-26,2,hit,1.7824824e+18,,1.7824842e+18
ETH,2026-06-29,1,hit,1.7827533e+18,,1.7827542e+18
ETH,2026-06-29,2,hit,1.7827407e+18,,1.7827425e+18
ETH,2026-06-30,1,armed,1.7828253e+18,,
ETH,2026-06-30,2,pending,,,
ETH,2026-07-01,1,pending,,,
ETH,2026-07-01,2,hit,1.7829117e+18,,1.7829126e+18
ETH,2026-07-02,1,hit,1.7829981e+18,,1.7829999e+18
ETH,2026-07-02,2,pending,,,
ETH,2026-07-03,1,pending,,,
ETH,2026-07-03,2,failed,1.7830845e+18,1.7830863e+18,
ETH,2026-07-06,1,hit,1.7833509e+18,,1.7833536e+18
ETH,2026-07-06,2,hit,1.7833437e+18,,1.7833446e+18
ETH,2026-07-07,1,armed,1.7834418e+18,,
ETH,2026-07-07,2,failed,1.7834301e+18,1.7834364e+18,
ETH,2026-07-08,1,pending,,,
ETH,2026-07-08,2,failed,1.7835237e+18,1.7835291e+18,
ETH,2026-07-09,1,pending,,,
ETH,2026-07-09,2,hit,1.7836065e+18,,1.7836128e+18
ETH,2026-07-10,1,failed,1.783692e+18,1.7836929e+18,
ETH,2026-07-10,2,armed,1.7836893e+18,,
ETH,2026-07-13,1,hit,1.7839485e+18,,1.7839494e+18
ETH,2026-07-13,2,pending,,,
ETH,2026-07-14,1,hit,1.7840349e+18,,1.7840358e+18
ETH,2026-07-14,2,pending,,,
ETH,2026-07-15,1,hit,1.7841213e+18,,1.7841222e+18
ETH,2026-07-15,2,pending,,,
ETH,2026-07-16,1,failed,1.7842158e+18,1.7842176e+18,
ETH,2026-07-16,2,failed,1.7842149e+18,1.7842158e+18,
ETH,2026-07-17,1,armed,1.7843085e+18,,
ETH,2026-07-17,2,failed,1.7842941e+18,1.7842977e+18,
ETH,2026-07-20,1,armed,1.7845632e+18,,
ETH,2026-07-20,2,hit,1.7845533e+18,,1.7845542e+18
ETH,2026-07-21,1,pending,,,
ETH,2026-07-21,2,failed,1.7846397e+18,1.7846415e+18,
ETH,2026-07-22,1,pending,,,
ETH,2026-07-22,2,hit,1.7847279e+18,,1.7847288e+18
ETH,2026-07-23,1,pending,,,
ETH,2026-07-23,2,hit,1.7848125e+18,,1.7848134e+18
SOL,2022-01-19,1,failed,1.6426089e+18,1.6426125e+18,
SOL,2022-01-20,1,hit,1.6426881e+18,,1.6426917e+18
SOL,2022-01-20,2,pending,,,
SOL,2022-01-21,1,failed,1.6427781e+18,1.6427799e+18,
