coin,date,sc,state_final,armed_t,failed_t,hit_t
ETH,2022-04-29,1,armed,1.6512507e+18,,
ETH,2022-04-29,2,hit,1.6512381e+18,,1.651239e+18
ETH,2022-05-02,1,hit,1.6514973e+18,,1.6514991e+18
ETH,2022-05-02,2,pending,,,
ETH,2022-05-03,1,armed,1.6515891e+18,,
ETH,2022-05-03,2,pending,,,
ETH,2022-05-04,1,armed,1.6516719e+18,,
ETH,2022-05-04,2,pending,,,
ETH,2022-05-05,1,hit,1.6517574e+18,,1.6517583e+18
ETH,2022-05-05,2,pending,,,
ETH,2022-05-06,1,failed,1.6518429e+18,1.6518447e+18,
ETH,2022-05-06,2,failed,1.6518447e+18,1.6518492e+18,
ETH,2022-05-09,1,failed,1.6521039e+18,1.6521066e+18,
ETH,2022-05-09,2,hit,1.6521147e+18,,1.6521156e+18
ETH,2022-05-10,1,failed,1.6521885e+18,1.6521903e+18,
ETH,2022-05-10,2,hit,1.6521939e+18,,1.6521957e+18
ETH,2022-05-11,1,hit,1.6522749e+18,,1.6522758e+18
ETH,2022-05-11,2,pending,,,
ETH,2022-05-12,1,failed,1.6523676e+18,1.6523712e+18,
ETH,2022-05-12,2,failed,1.6523613e+18,1.6523676e+18,
ETH,2022-05-13,1,pending,,,
ETH,2022-05-13,2,failed,1.6524477e+18,1.6524522e+18,
ETH,2022-05-16,1,hit,1.6527069e+18,,1.6527096e+18
ETH,2022-05-17,1,failed,1.6527951e+18,1.6527969e+18,
ETH,2022-05-17,2,armed,1.6527987e+18,,
ETH,2022-05-18,1,hit,1.6528797e+18,,1.6528806e+18
ETH,2022-05-18,2,pending,,,
ETH,2022-05-19,1,hit,1.6529661e+18,,1.6529697e+18
ETH,2022-05-19,2,pending,,,
ETH,2022-05-20,1,pending,,,
ETH,2022-05-20,2,hit,1.6530525e+18,,1.6530561e+18
ETH,2022-05-23,1,failed,1.6533117e+18,1.6533153e+18,
ETH,2022-05-23,2,failed,1.6533153e+18,1.6533189e+18,
ETH,2022-05-24,1,hit,1.6533999e+18,,1.6534008e+18
ETH,2022-05-24,2,failed,1.6534089e+18,1.6534125e+18,
ETH,2022-05-25,1,failed,1.6534881e+18,1.6534935e+18,
ETH,2022-05-25,2,pending,,,
ETH,2022-05-26,1,failed,1.6535709e+18,1.6535745e+18,
ETH,2022-05-26,2,hit,1.6535745e+18,,1.6535817e+18
ETH,2022-05-27,1,hit,1.6536636e+18,,1.6536735e+18
ETH,2022-05-27,2,failed,1.6536573e+18,1.6536627e+18,
ETH,2022-05-30,1,failed,1.6539165e+18,1.653921e+18,
ETH,2022-05-30,2,armed,1.6539291e+18,,
ETH,2022-05-31,1,failed,1.6540047e+18,1.6540128e+18,
ETH,2022-05-31,2,failed,1.6540038e+18,1.6540047e+18,
ETH,2022-06-01,1,hit,1.6540893e+18,,1.6540902e+18
ETH,2022-06-01,2,hit,1.6540938e+18,,1.6540947e+18
ETH,2022-06-02,1,pending,,,
ETH,2022-06-02,2,hit,1.6541757e+18,,1.6541802e+18
ETH,2022-06-03,1,hit,1.6542621e+18,,1.654263e+18
ETH,2022-06-03,2,pending,,,
ETH,2022-06-06,1,failed,1.6545222e+18,1.6545276e+18,
ETH,2022-06-07,1,failed,1.6546077e+18,1.6546095e+18,
ETH,2022-06-07,2,pending,,,
ETH,2022-06-08,1,hit,1.6546959e+18,,1.6546968e+18
ETH,2022-06-09,1,armed,1.654794e+18,,
ETH,2022-06-09,2,failed,1.6547823e+18,1.6547931e+18,
ETH,2022-06-10,1,pending,,,
ETH,2022-06-10,2,hit,1.6548669e+18,,1.6548678e+18
ETH,2022-06-13,1,failed,1.6551261e+18,1.6551315e+18,
ETH,2022-06-13,2,pending,,,
ETH,2022-06-14,1,failed,1.6552134e+18,1.6552143e+18,
ETH,2022-06-14,2,pending,,,
ETH,2022-06-15,1,hit,1.6553043e+18,,1.6553115e+18
ETH,2022-06-16,1,hit,1.6553871e+18,,1.6553889e+18
ETH,2022-06-17,1,failed,1.6554735e+18,1.6554753e+18,
ETH,2022-06-17,2,pending,,,
ETH,2022-06-20,1,failed,1.6557309e+18,1.6557372e+18,
ETH,2022-06-20,2,pending,,,
ETH,2022-06-21,1,pending,,,
ETH,2022-06-21,2,hit,1.6558191e+18,,1.65582e+18
ETH,2022-06-22,1,failed,1.6559037e+18,1.6559064e+18,
ETH,2022-06-22,2,failed,1.6559064e+18,1.6559118e+18,
ETH,2022-06-23,1,failed,1.6559901e+18,1.6559928e+18,
ETH,2022-06-23,2,armed,1.6559937e+18,,
ETH,2022-06-24,1,failed,1.6560873e+18,1.65609e+18,
ETH,2022-06-24,2,failed,1.6560765e+18,1.6560819e+18,
ETH,2022-06-27,1,hit,1.6563357e+18,,1.6563375e+18
ETH,2022-06-27,2,pending,,,
ETH,2022-06-28,1,failed,1.6564239e+18,1.6564266e+18,
ETH,2022-06-28,2,hit,1.6564302e+18,,1.6564311e+18
ETH,2022-06-29,1,pending,,,
ETH,2022-06-29,2,failed,1.6565103e+18,1.6565112e+18,
ETH,2022-06-30,1,failed,1.6565967e+18,1.6566012e+18,
ETH,2022-06-30,2,failed,1.6565949e+18,1.6565967e+18,
ETH,2022-07-01,1,armed,1.6566975e+18,,
ETH,2022-07-01,2,pending,,,
ETH,2022-07-04,1,hit,1.6569423e+18,,1.6569459e+18
ETH,2022-07-04,2,failed,1.6569405e+18,1.6569423e+18,
ETH,2022-07-05,1,hit,1.6570269e+18,,1.6570278e+18
ETH,2022-07-06,1,failed,1.6571223e+18,1.6571259e+18,
ETH,2022-07-06,2,armed,1.6571133e+18,,
ETH,2022-07-07,1,failed,1.6572006e+18,1.6572015e+18,
ETH,2022-07-07,2,hit,1.6571997e+18,,1.6572033e+18
ETH,2022-07-08,1,pending,,,
ETH,2022-07-08,2,hit,1.6572861e+18,,1.6572888e+18
ETH,2022-07-11,1,failed,1.657548e+18,1.6575507e+18,
ETH,2022-07-11,2,failed,1.6575453e+18,1.657548e+18,
ETH,2022-07-12,1,pending,,,
ETH,2022-07-13,1,armed,1.6577325e+18,,
ETH,2022-07-13,2,hit,1.6577181e+18,,1.657719e+18
ETH,2022-07-14,1,failed,1.6578054e+18,1.6578099e+18,
ETH,2022-07-15,1,failed,1.6579026e+18,1.6579053e+18,
ETH,2022-07-15,2,hit,1.6578909e+18,,1.6578954e+18
ETH,2022-07-18,1,failed,1.6581501e+18,1.6581537e+18,
ETH,2022-07-19,1,pending,,,
ETH,2022-07-19,2,failed,1.6582401e+18,1.6582482e+18,
ETH,2022-07-20,1,pending,,,
ETH,2022-07-20,2,hit,1.6583256e+18,,1.6583355e+18
ETH,2022-07-21,1,hit,1.6584093e+18,,1.6584201e+18
ETH,2022-07-21,2,pending,,,
ETH,2022-07-22,1,pending,,,
ETH,2022-07-22,2,hit,1.6584984e+18,,1.6585038e+18
ETH,2022-07-25,1,pending,,,
ETH,2022-07-25,2,pending,,,
ETH,2022-07-26,1,pending,,,
ETH,2022-07-26,2,armed,1.6588413e+18,,
ETH,2022-07-27,1,hit,1.6589277e+18,,1.6589295e+18
ETH,2022-07-27,2,pending,,,
ETH,2022-07-28,1,hit,1.6590159e+18,,1.6590168e+18
ETH,2022-07-28,2,failed,1.659015e+18,1.6590168e+18,
ETH,2022-07-29,1,failed,1.6591041e+18,1.6591086e+18,
ETH,2022-07-29,2,failed,1.6591005e+18,1.6591032e+18,
ETH,2022-08-01,1,hit,1.6593633e+18,,1.6593651e+18
ETH,2022-08-01,2,failed,1.6593597e+18,1.6593633e+18,
ETH,2022-08-02,1,hit,1.6594506e+18,,1.6594524e+18
ETH,2022-08-02,2,pending,,,
ETH,2022-08-03,1,pending,,,
ETH,2022-08-03,2,pending,,,
ETH,2022-08-04,1,failed,1.6596243e+18,1.6596288e+18,
ETH,2022-08-04,2,hit,1.6596189e+18,,1.6596207e+18
ETH,2022-08-05,1,hit,1.6597053e+18,,1.6597134e+18
ETH,2022-08-05,2,pending,,,
ETH,2022-08-08,1,hit,1.6599645e+18,,1.6599654e+18
ETH,2022-08-09,1,hit,1.6600536e+18,,1.6600545e+18
ETH,2022-08-10,1,hit,1.6601373e+18,,1.6601382e+18
ETH,2022-08-10,2,pending,,,
ETH,2022-08-11,1,failed,1.6602273e+18,1.6602282e+18,
ETH,2022-08-11,2,armed,1.6602291e+18,,
ETH,2022-08-12,1,hit,1.6603101e+18,,1.6603119e+18
ETH,2022-08-12,2,pending,,,
ETH,2022-08-15,1,armed,1.660572e+18,,
ETH,2022-08-15,2,pending,,,
ETH,2022-08-16,1,pending,,,
ETH,2022-08-16,2,hit,1.6606557e+18,,1.6606683e+18
ETH,2022-08-17,1,pending,,,
ETH,2022-08-17,2,hit,1.6607421e+18,,1.660743e+18
ETH,2022-08-17,3,pending,,,
ETH,2022-08-18,1,hit,1.6608285e+18,,1.6608294e+18
ETH,2022-08-18,2,pending,,,
ETH,2022-08-19,1,pending,,,
ETH,2022-08-19,2,armed,1.6609275e+18,,
ETH,2022-08-22,1,failed,1.6611759e+18,1.6611804e+18,
ETH,2022-08-22,2,failed,1.6611741e+18,1.6611759e+18,
ETH,2022-08-23,1,hit,1.6612632e+18,,1.6612641e+18
ETH,2022-08-23,2,failed,1.6612605e+18,1.6612632e+18,
ETH,2022-08-24,1,hit,1.661355e+18,,1.6613568e+18
ETH,2022-08-24,2,failed,1.6613496e+18,1.6613514e+18,
ETH,2022-08-25,1,failed,1.6614333e+18,1.6614387e+18,
ETH,2022-08-25,2,failed,1.6614387e+18,1.6614405e+18,
ETH,2022-08-26,1,hit,1.6615269e+18,,1.6615314e+18
ETH,2022-08-26,2,hit,1.6615197e+18,,1.6615206e+18
ETH,2022-08-29,1,hit,1.6617789e+18,,1.6617798e+18
ETH,2022-08-29,2,pending,,,
ETH,2022-08-30,1,pending,,,
ETH,2022-08-30,2,hit,1.6618653e+18,,1.6618689e+18
ETH,2022-08-31,1,pending,,,
ETH,2022-08-31,2,failed,1.6619526e+18,1.6619535e+18,
ETH,2022-09-01,1,pending,,,
ETH,2022-09-01,2,hit,1.6620417e+18,,1.6620444e+18
ETH,2022-09-02,1,armed,1.6621416e+18,,
ETH,2022-09-02,2,hit,1.6621245e+18,,1.6621254e+18
ETH,2022-09-05,1,hit,1.6623837e+18,,1.6623873e+18
ETH,2022-09-05,2,pending,,,
ETH,2022-09-06,1,pending,,,
ETH,2022-09-07,1,pending,,,
ETH,2022-09-08,1,failed,1.6626429e+18,1.6626447e+18,
ETH,2022-09-08,2,failed,1.6626447e+18,1.6626465e+18,
ETH,2022-09-09,1,failed,1.6627293e+18,1.6627419e+18,
ETH,2022-09-09,2,pending,,,
ETH,2022-09-12,1,failed,1.6629912e+18,1.6629939e+18,
ETH,2022-09-12,2,hit,1.6629975e+18,,1.6629984e+18
ETH,2022-09-13,1,pending,,,
ETH,2022-09-13,2,hit,1.6630749e+18,,1.6630758e+18
ETH,2022-09-14,1,failed,1.6631613e+18,1.6631658e+18,
ETH,2022-09-14,2,pending,,,
ETH,2022-09-15,1,hit,1.6632477e+18,,1.6632522e+18
ETH,2022-09-15,2,pending,,,
ETH,2022-09-16,1,pending,,,
ETH,2022-09-16,2,hit,1.6633341e+18,,1.6633359e+18
ETH,2022-09-19,1,hit,1.6635933e+18,,1.6635951e+18
ETH,2022-09-19,2,pending,,,
ETH,2022-09-20,1,failed,1.6636806e+18,1.663686e+18,
ETH,2022-09-20,2,hit,1.6636869e+18,,1.6636896e+18
ETH,2022-09-21,1,failed,1.6637661e+18,1.6637724e+18,
ETH,2022-09-21,2,failed,1.663767e+18,1.6637823e+18,
ETH,2022-09-22,1,pending,,,
ETH,2022-09-23,1,failed,1.6639389e+18,1.6639416e+18,
ETH,2022-09-23,2,failed,1.6639416e+18,1.663947e+18,
ETH,2022-09-26,1,hit,1.6641981e+18,,1.6642017e+18
ETH,2022-09-26,2,pending,,,
ETH,2022-09-27,1,failed,1.6642863e+18,1.664289e+18,
ETH,2022-09-28,1,hit,1.6643709e+18,,1.6643718e+18
ETH,2022-09-29,1,hit,1.6644591e+18,,1.6644609e+18
ETH,2022-09-29,2,hit,1.6644699e+18,,1.6644717e+18
ETH,2022-09-30,1,hit,1.6645473e+18,,1.66455e+18
ETH,2022-09-30,2,failed,1.6645437e+18,1.6645473e+18,
ETH,2022-10-03,1,hit,1.6648029e+18,,1.6648074e+18
ETH,2022-10-03,2,pending,,,
ETH,2022-10-04,1,pending,,,
ETH,2022-10-04,2,failed,1.6648893e+18,1.6649037e+18,
ETH,2022-10-05,1,failed,1.6649757e+18,1.6649865e+18,
ETH,2022-10-05,2,armed,1.6649865e+18,,
ETH,2022-10-05,3,failed,1.6649865e+18,1.6649892e+18,
ETH,2022-10-06,1,failed,1.6650639e+18,1.6650657e+18,
ETH,2022-10-06,2,failed,1.665063e+18,1.6650639e+18,
ETH,2022-10-07,1,pending,,,
ETH,2022-10-07,2,hit,1.6651485e+18,,1.6651494e+18
ETH,2022-10-10,1,pending,,,
ETH,2022-10-10,2,armed,1.665414e+18,,
ETH,2022-10-11,1,hit,1.6655013e+18,,1.6655031e+18
ETH,2022-10-11,2,pending,,,
ETH,2022-10-12,1,failed,1.6655823e+18,1.6655967e+18,
ETH,2022-10-12,2,pending,,,
ETH,2022-10-13,1,hit,1.665675e+18,,1.6656822e+18
ETH,2022-10-13,2,hit,1.6656669e+18,,1.6656678e+18
ETH,2022-10-14,1,failed,1.6657641e+18,1.6657659e+18,
ETH,2022-10-14,2,failed,1.6657533e+18,1.6657569e+18,
ETH,2022-10-17,1,hit,1.6660125e+18,,1.6660143e+18
ETH,2022-10-17,2,pending,,,
ETH,2022-10-18,1,armed,1.6661034e+18,,
ETH,2022-10-18,2,failed,1.6660998e+18,1.6661016e+18,
ETH,2022-10-19,1,armed,1.6661853e+18,,
ETH,2022-10-19,2,pending,,,
ETH,2022-10-20,1,hit,1.6662753e+18,,1.6662762e+18
ETH,2022-10-20,2,armed,1.6662888e+18,,
ETH,2022-10-21,1,hit,1.6663599e+18,,1.6663608e+18
ETH,2022-10-21,2,pending,,,
ETH,2022-10-24,1,hit,1.6666173e+18,,1.6666218e+18
ETH,2022-10-24,2,pending,,,
ETH,2022-10-25,1,pending,,,
ETH,2022-10-25,2,hit,1.6667037e+18,,1.6667046e+18
ETH,2022-10-26,1,hit,1.6667937e+18,,1.6667946e+18
ETH,2022-10-26,2,failed,1.6667901e+18,1.6667937e+18,
ETH,2022-10-27,1,failed,1.6668765e+18,1.6668792e+18,
ETH,2022-10-27,2,failed,1.6668792e+18,1.6668801e+18,
ETH,2022-10-28,1,hit,1.6669629e+18,,1.6669638e+18
ETH,2022-10-28,2,pending,,,
ETH,2022-10-31,1,pending,,,
ETH,2022-10-31,2,hit,1.667223e+18,,1.6672248e+18
ETH,2022-11-01,1,pending,,,
ETH,2022-11-01,2,hit,1.6673103e+18,,1.6673121e+18
ETH,2022-11-02,1,hit,1.6673985e+18,,1.6674084e+18
ETH,2022-11-02,2,pending,,,
ETH,2022-11-03,1,pending,,,
ETH,2022-11-03,2,failed,1.667484e+18,1.6674849e+18,
ETH,2022-11-04,1,hit,1.6675677e+18,,1.6675686e+18
ETH,2022-11-04,2,pending,,,
ETH,2022-11-07,1,failed,1.6678305e+18,1.6678368e+18,
ETH,2022-11-07,2,pending,,,
ETH,2022-11-08,1,hit,1.6679241e+18,,1.667925e+18
ETH,2022-11-09,1,hit,1.6680033e+18,,1.6680087e+18
ETH,2022-11-09,2,pending,,,
ETH,2022-11-10,1,hit,1.6680897e+18,,1.6680906e+18
ETH,2022-11-11,1,hit,1.6681761e+18,,1.668177e+18
ETH,2022-11-11,2,pending,,,
ETH,2022-11-14,1,armed,1.6684353e+18,,
ETH,2022-11-14,2,pending,,,
ETH,2022-11-15,1,failed,1.6685217e+18,1.6685307e+18,
ETH,2022-11-15,2,armed,1.6685379e+18,,
ETH,2022-11-16,1,hit,1.6686081e+18,,1.668609e+18
ETH,2022-11-16,2,pending,,,
ETH,2022-11-17,1,failed,1.668699e+18,1.6687008e+18,
ETH,2022-11-17,2,pending,,,
ETH,2022-11-18,1,failed,1.6687818e+18,1.6687845e+18,
ETH,2022-11-18,2,pending,,,
ETH,2022-11-21,1,hit,1.6690473e+18,,1.6690545e+18
ETH,2022-11-21,2,failed,1.6690401e+18,1.6690473e+18,
ETH,2022-11-22,1,hit,1.6691265e+18,,1.6691274e+18
ETH,2022-11-22,2,pending,,,
ETH,2022-11-23,1,pending,,,
ETH,2022-11-23,2,failed,1.6692156e+18,1.6692228e+18,
ETH,2022-11-24,1,pending,,,
ETH,2022-11-24,2,armed,1.6692993e+18,,
ETH,2022-11-25,1,armed,1.6693857e+18,,
ETH,2022-11-25,2,pending,,,
ETH,2022-11-28,1,pending,,,
ETH,2022-11-28,2,hit,1.6696476e+18,,1.6696494e+18
ETH,2022-11-29,1,pending,,,
ETH,2022-11-29,2,armed,1.6697313e+18,,
ETH,2022-11-30,1,armed,1.6698177e+18,,
ETH,2022-12-01,1,pending,,,
ETH,2022-12-01,2,armed,1.669905e+18,,
ETH,2022-12-02,1,pending,,,
ETH,2022-12-02,2,armed,1.6699905e+18,,
ETH,2022-12-05,1,pending,,,
ETH,2022-12-05,2,hit,1.6702497e+18,,1.6702506e+18
ETH,2022-12-06,1,pending,,,
ETH,2022-12-06,2,pending,,,
ETH,2022-12-07,1,armed,1.6704225e+18,,
ETH,2022-12-07,2,pending,,,
ETH,2022-12-08,1,hit,1.6705089e+18,,1.6705116e+18
ETH,2022-12-08,2,pending,,,
ETH,2022-12-09,1,hit,1.6705953e+18,,1.6705962e+18
ETH,2022-12-09,2,pending,,,
ETH,2022-12-12,1,armed,1.6708545e+18,,
ETH,2022-12-12,2,pending,,,
ETH,2022-12-13,1,pending,,,
ETH,2022-12-13,2,hit,1.6709409e+18,,1.6709418e+18
ETH,2022-12-14,1,armed,1.6710291e+18,,
ETH,2022-12-14,2,pending,,,
ETH,2022-12-15,1,pending,,,
ETH,2022-12-15,2,armed,1.6711137e+18,,
ETH,2022-12-16,1,failed,1.671201e+18,1.6712037e+18,
ETH,2022-12-16,2,armed,1.6712046e+18,,
ETH,2022-12-19,1,pending,,,
ETH,2022-12-19,2,hit,1.6714593e+18,,1.6714602e+18
ETH,2022-12-20,1,hit,1.6715484e+18,,1.6715511e+18
ETH,2022-12-20,2,pending,,,
ETH,2022-12-21,1,failed,1.671633e+18,1.671642e+18,
ETH,2022-12-21,2,pending,,,
ETH,2022-12-22,1,hit,1.6717185e+18,,1.6717194e+18
ETH,2022-12-22,2,pending,,,
ETH,2022-12-23,1,pending,,,
ETH,2022-12-23,2,armed,1.6718058e+18,,
ETH,2022-12-26,1,hit,1.6720641e+18,,1.6720659e+18
ETH,2022-12-26,2,pending,,,
ETH,2022-12-27,1,pending,,,
ETH,2022-12-28,1,hit,1.6722369e+18,,1.6722387e+18
ETH,2022-12-28,2,pending,,,
ETH,2022-12-29,1,hit,1.6723233e+18,,1.6723251e+18
ETH,2022-12-29,2,pending,,,
ETH,2022-12-30,1,failed,1.6724124e+18,1.6724151e+18,
ETH,2022-12-30,2,pending,,,
ETH,2023-01-02,1,pending,,,
ETH,2023-01-02,2,pending,,,
ETH,2023-01-03,1,pending,,,
ETH,2023-01-03,2,hit,1.672758e+18,,1.6727589e+18
ETH,2023-01-04,1,armed,1.6728543e+18,,
ETH,2023-01-04,2,failed,1.6728453e+18,1.672848e+18,
ETH,2023-01-05,1,pending,,,
ETH,2023-01-05,2,hit,1.6729281e+18,,1.6729299e+18
ETH,2023-01-06,1,hit,1.6730145e+18,,1.6730199e+18
ETH,2023-01-06,2,pending,,,
ETH,2023-01-09,1,hit,1.6732737e+18,,1.6732791e+18
ETH,2023-01-09,2,pending,,,
ETH,2023-01-10,1,hit,1.6733601e+18,,1.6733637e+18
ETH,2023-01-10,2,pending,,,
ETH,2023-01-11,1,armed,1.6734609e+18,,
ETH,2023-01-11,2,hit,1.6734519e+18,,1.6734528e+18
ETH,2023-01-12,1,hit,1.6735455e+18,,1.6735464e+18
ETH,2023-01-12,2,hit,1.6735338e+18,,1.6735347e+18
ETH,2023-01-13,1,hit,1.6736229e+18,,1.6736238e+18
ETH,2023-01-13,2,pending,,,
ETH,2023-01-16,1,failed,1.6738794e+18,1.6738821e+18,
ETH,2023-01-16,2,pending,,,
ETH,2023-01-17,1,hit,1.6739649e+18,,1.6739658e+18
ETH,2023-01-17,2,failed,1.6739703e+18,1.6739784e+18,
ETH,2023-01-18,1,failed,1.6740513e+18,1.6740567e+18,
ETH,2023-01-18,2,hit,1.6740567e+18,,1.6740576e+18
ETH,2023-01-19,1,hit,1.6741377e+18,,1.6741413e+18
ETH,2023-01-19,2,pending,,,
ETH,2023-01-20,1,hit,1.6742259e+18,,1.6742277e+18
ETH,2023-01-20,2,pending,,,
ETH,2023-01-23,1,pending,,,
ETH,2023-01-23,2,hit,1.6744833e+18,,1.6744842e+18
ETH,2023-01-24,1,hit,1.6745697e+18,,1.6745715e+18
ETH,2023-01-24,2,pending,,,
ETH,2023-01-25,1,pending,,,
ETH,2023-01-25,2,hit,1.6746561e+18,,1.674657e+18
ETH,2023-01-26,1,pending,,,
ETH,2023-01-26,2,armed,1.6747443e+18,,
ETH,2023-01-27,1,pending,,,
ETH,2023-01-27,2,hit,1.6748316e+18,,1.6748325e+18
ETH,2023-01-30,1,pending,,,
ETH,2023-01-30,2,armed,1.6750881e+18,,
ETH,2023-01-31,1,armed,1.6751781e+18,,
ETH,2023-01-31,2,pending,,,
ETH,2023-02-01,1,pending,,,
ETH,2023-02-01,2,hit,1.6752609e+18,,1.6752627e+18
ETH,2023-02-02,1,failed,1.6753482e+18,1.6753491e+18,
ETH,2023-02-02,2,pending,,,
ETH,2023-02-03,1,armed,1.6754364e+18,,
ETH,2023-02-03,2,hit,1.6754337e+18,,1.6754346e+18
ETH,2023-02-06,1,armed,1.6756992e+18,,
ETH,2023-02-06,2,hit,1.6756929e+18,,1.6756938e+18
ETH,2023-02-07,1,hit,1.6757928e+18,,1.6757937e+18
ETH,2023-02-07,2,failed,1.6757793e+18,1.6757928e+18,
ETH,2023-02-08,1,failed,1.6758666e+18,1.6758675e+18,
ETH,2023-02-08,2,failed,1.6758675e+18,1.6758693e+18,
ETH,2023-02-09,1,failed,1.675953e+18,1.6759575e+18,
ETH,2023-02-09,2,armed,1.6759575e+18,,
ETH,2023-02-10,1,pending,,,
ETH,2023-02-10,2,hit,1.6760439e+18,,1.6760448e+18
ETH,2023-02-13,1,pending,,,
ETH,2023-02-13,2,pending,,,
ETH,2023-02-14,1,hit,1.6763841e+18,,1.676385e+18
ETH,2023-02-14,2,hit,1.6763868e+18,,1.6763877e+18
ETH,2023-02-15,1,pending,,,
ETH,2023-02-15,2,armed,1.6764876e+18,,
ETH,2023-02-16,1,hit,1.6765569e+18,,1.6765578e+18
ETH,2023-02-16,2,hit,1.6765623e+18,,1.6765632e+18
ETH,2023-02-17,1,failed,1.6766451e+18,1.676646e+18,
ETH,2023-02-17,2,pending,,,
ETH,2023-02-20,1,failed,1.6769052e+18,1.6769097e+18,
ETH,2023-02-20,2,pending,,,
ETH,2023-02-21,1,failed,1.6769907e+18,1.6769925e+18,
ETH,2023-02-21,2,failed,1.676997e+18,1.6770024e+18,
ETH,2023-02-22,1,pending,,,
ETH,2023-02-22,2,hit,1.6770753e+18,,1.6770762e+18
ETH,2023-02-23,1,armed,1.6771761e+18,,
ETH,2023-02-23,2,failed,1.6771617e+18,1.6771761e+18,
ETH,2023-02-24,1,hit,1.6772481e+18,,1.6772517e+18
ETH,2023-02-24,2,pending,,,
ETH,2023-02-27,1,hit,1.6775073e+18,,1.6775082e+18
ETH,2023-02-27,2,armed,1.6775226e+18,,
ETH,2023-02-28,1,failed,1.6775946e+18,1.6775955e+18,
ETH,2023-02-28,2,hit,1.6775955e+18,,1.6775991e+18
ETH,2023-03-01,1,pending,,,
ETH,2023-03-01,2,failed,1.6776873e+18,1.6776909e+18,
ETH,2023-03-02,1,pending,,,
ETH,2023-03-02,2,hit,1.6777665e+18,,1.6777674e+18
ETH,2023-03-03,1,pending,,,
ETH,2023-03-03,2,failed,1.6778529e+18,1.6778691e+18,
ETH,2023-03-06,1,pending,,,
ETH,2023-03-06,2,hit,1.6781121e+18,,1.6781184e+18
ETH,2023-03-07,1,hit,1.6781985e+18,,1.6782021e+18
ETH,2023-03-07,2,pending,,,
ETH,2023-03-08,1,pending,,,
ETH,2023-03-08,2,failed,1.6782858e+18,1.6782885e+18,
ETH,2023-03-09,1,hit,1.6783812e+18,,1.6783875e+18
ETH,2023-03-09,2,failed,1.6783713e+18,1.6783866e+18,
ETH,2023-03-10,1,hit,1.6784577e+18,,1.6784586e+18
ETH,2023-03-10,2,pending,,,
ETH,2023-03-13,1,hit,1.678716e+18,,1.6787169e+18
ETH,2023-03-13,2,pending,,,
ETH,2023-03-14,1,hit,1.6787997e+18,,1.6788006e+18
ETH,2023-03-14,2,pending,,,
ETH,2023-03-15,1,hit,1.6788915e+18,,1.6788933e+18
ETH,2023-03-15,2,failed,1.6788861e+18,1.6788888e+18,
ETH,2023-03-16,1,hit,1.6789725e+18,,1.6789734e+18
ETH,2023-03-16,2,pending,,,
ETH,2023-03-17,1,hit,1.6790589e+18,,1.6790634e+18
ETH,2023-03-17,2,pending,,,
ETH,2023-03-20,1,pending,,,
ETH,2023-03-20,2,armed,1.6793316e+18,,
ETH,2023-03-21,1,hit,1.6794045e+18,,1.6794054e+18
ETH,2023-03-21,2,pending,,,
ETH,2023-03-22,1,hit,1.6794909e+18,,1.6794918e+18
ETH,2023-03-22,2,pending,,,
ETH,2023-03-23,1,hit,1.6795836e+18,,1.6795845e+18
ETH,2023-03-23,2,failed,1.6795773e+18,1.6795836e+18,
ETH,2023-03-24,1,pending,,,
ETH,2023-03-24,2,hit,1.6796682e+18,,1.679679e+18
ETH,2023-03-27,1,hit,1.6799274e+18,,1.6799292e+18
ETH,2023-03-27,2,pending,,,
ETH,2023-03-28,1,pending,,,
ETH,2023-03-28,2,pending,,,
ETH,2023-03-29,1,pending,,,
ETH,2023-03-29,2,hit,1.6800957e+18,,1.6801092e+18
ETH,2023-03-30,1,hit,1.6801839e+18,,1.6801857e+18
ETH,2023-03-30,2,pending,,,
ETH,2023-03-31,1,pending,,,
ETH,2023-03-31,2,hit,1.6802685e+18,,1.6802694e+18
ETH,2023-04-03,1,armed,1.680534e+18,,
ETH,2023-04-03,2,pending,,,
ETH,2023-04-04,1,failed,1.6806141e+18,1.6806168e+18,
ETH,2023-04-04,2,failed,1.6806222e+18,1.6806294e+18,
ETH,2023-04-05,1,pending,,,
ETH,2023-04-05,2,armed,1.6807023e+18,,
ETH,2023-04-06,1,armed,1.6807905e+18,,
ETH,2023-04-06,2,failed,1.6807887e+18,1.6807941e+18,
ETH,2023-04-07,1,pending,,,
ETH,2023-04-07,2,hit,1.6808733e+18,,1.6808751e+18
ETH,2023-04-10,1,pending,,,
ETH,2023-04-10,2,hit,1.6811397e+18,,1.6811406e+18
ETH,2023-04-11,1,failed,1.6812216e+18,1.6812243e+18,
ETH,2023-04-11,2,armed,1.6812243e+18,,
ETH,2023-04-12,1,hit,1.6813053e+18,,1.6813062e+18
ETH,2023-04-12,2,pending,,,
ETH,2023-04-13,1,hit,1.6813917e+18,,1.6813926e+18
ETH,2023-04-14,1,pending,,,
ETH,2023-04-17,1,armed,1.681749e+18,,
ETH,2023-04-17,2,hit,1.6817373e+18,,1.6817382e+18
ETH,2023-04-18,1,pending,,,
ETH,2023-04-18,2,pending,,,
ETH,2023-04-19,1,failed,1.6819101e+18,1.6819137e+18,
ETH,2023-04-20,1,hit,1.6819965e+18,,1.6820001e+18
ETH,2023-04-20,2,pending,,,
