coin,date,dtype,U,on_pos,don20
SOL,2020-09-25,na,,,
SOL,2020-09-28,na,,,
SOL,2020-09-29,na,,,
SOL,2020-09-30,na,,,
SOL,2020-10-01,na,,,
SOL,2020-10-02,na,,,
SOL,2020-10-05,na,,,
SOL,2020-10-06,na,,,
SOL,2020-10-07,na,,,
SOL,2020-10-08,na,,,
SOL,2020-10-09,na,,,
SOL,2020-10-12,na,,,
SOL,2020-10-13,na,,,
SOL,2020-10-14,na,,,
SOL,2020-10-15,na,,,
SOL,2020-10-16,na,,,
SOL,2020-10-19,na,,,
SOL,2020-10-20,na,,,
SOL,2020-10-21,na,,,
SOL,2020-10-22,na,,,
SOL,2020-10-23,na,,,
SOL,2020-10-26,na,,,
SOL,2020-10-27,na,,,
SOL,2020-10-28,na,,,
SOL,2020-10-29,na,,,
SOL,2020-10-30,na,,,
SOL,2020-11-02,na,,,
SOL,2020-11-03,na,,,
SOL,2020-11-04,na,,,
SOL,2020-11-05,na,,,
SOL,2020-11-06,na,,,
SOL,2020-11-09,na,,,
SOL,2020-11-10,na,,,
SOL,2020-11-11,na,,,
SOL,2020-11-12,na,,,
SOL,2020-11-13,na,,,
SOL,2020-11-16,na,,,
SOL,2020-11-17,na,,,
SOL,2020-11-18,na,,,
SOL,2020-11-19,na,,,
SOL,2020-11-20,na,,,
SOL,2020-11-23,na,,,
SOL,2020-11-24,na,,,
SOL,2020-11-25,na,,,
SOL,2020-11-26,na,,,
SOL,2020-11-27,na,,,
SOL,2020-11-30,na,,,
SOL,2020-12-01,na,,,
SOL,2020-12-02,na,,,
SOL,2020-12-03,na,,,
SOL,2020-12-04,na,,,
SOL,2020-12-07,na,,,
SOL,2020-12-08,na,,,
SOL,2020-12-09,na,,,
SOL,2020-12-10,na,,,
SOL,2020-12-11,na,,,
SOL,2020-12-14,na,,,
SOL,2020-12-15,na,,,
SOL,2020-12-16,na,,,
SOL,2020-12-17,na,,,
SOL,2020-12-18,na,,,
SOL,2020-12-21,na,,,
SOL,2020-12-22,na,,,
SOL,2020-12-23,na,,,
SOL,2020-12-24,na,,,
SOL,2020-12-25,na,,,
SOL,2020-12-28,na,,,
SOL,2020-12-29,na,,,
SOL,2020-12-30,na,,,
SOL,2020-12-31,na,,,
SOL,2021-01-01,na,,,
SOL,2021-01-04,na,,,
SOL,2021-01-05,na,,,
SOL,2021-01-06,na,,,
SOL,2021-01-07,na,,,
SOL,2021-01-08,na,,,
SOL,2021-01-11,na,,,
SOL,2021-01-12,na,,,
SOL,2021-01-13,na,,,
SOL,2021-01-14,na,,,
SOL,2021-01-15,na,,,
SOL,2021-01-18,na,,,
SOL,2021-01-19,na,,,
SOL,2021-01-20,na,,,
SOL,2021-01-21,na,,,
SOL,2021-01-22,na,,,
SOL,2021-01-25,na,,,
SOL,2021-01-26,na,,,
SOL,2021-01-27,na,,,
SOL,2021-01-28,na,,,
SOL,2021-01-29,na,,,
SOL,2021-02-01,na,,,
SOL,2021-02-02,na,,,
SOL,2021-02-03,na,,,
SOL,2021-02-04,na,,,
SOL,2021-02-05,na,,,
SOL,2021-02-08,na,,,
SOL,2021-02-09,na,,,
SOL,2021-02-10,na,,,
SOL,2021-02-11,na,,,
SOL,2021-02-12,na,,,
SOL,2021-02-15,na,,,
SOL,2021-02-16,na,,,
SOL,2021-02-17,na,,,
SOL,2021-02-18,na,,,
SOL,2021-02-19,na,,,
SOL,2021-02-22,na,,,
SOL,2021-02-23,na,,,
SOL,2021-02-24,na,,,
SOL,2021-02-25,na,,,
SOL,2021-02-26,na,,,
SOL,2021-03-01,na,,,
SOL,2021-03-02,na,,,
SOL,2021-03-03,na,,,
SOL,2021-03-04,na,,,
SOL,2021-03-05,na,,,
SOL,2021-03-08,na,,,
SOL,2021-03-09,na,,,
SOL,2021-03-10,na,,,
SOL,2021-03-11,na,,,
SOL,2021-03-12,na,,,
SOL,2021-03-15,na,,,
SOL,2021-03-16,na,,,
SOL,2021-03-17,na,,,
SOL,2021-03-18,na,,,
SOL,2021-03-19,na,,,
SOL,2021-03-22,na,,,
SOL,2021-03-23,na,,,
SOL,2021-03-24,na,,,
SOL,2021-03-25,na,,,
SOL,2021-03-26,na,,,
SOL,2021-03-29,na,,,
SOL,2021-03-30,na,,,
SOL,2021-03-31,na,,,
SOL,2021-04-01,na,,,
SOL,2021-04-02,na,,,
SOL,2021-04-05,na,,,
SOL,2021-04-06,na,,,
SOL,2021-04-07,na,,,
SOL,2021-04-08,na,,,
SOL,2021-04-09,na,,,
SOL,2021-04-12,na,,,
SOL,2021-04-13,na,,,
SOL,2021-04-14,na,,,
SOL,2021-04-15,na,,,
SOL,2021-04-16,na,,,
SOL,2021-04-19,na,,,
SOL,2021-04-20,na,,,
SOL,2021-04-21,na,,,
SOL,2021-04-22,na,,,
SOL,2021-04-23,na,,,
SOL,2021-04-26,na,,,
SOL,2021-04-27,na,,,
SOL,2021-04-28,na,,,
SOL,2021-04-29,na,,,
SOL,2021-04-30,na,,,
SOL,2021-05-03,na,,,
SOL,2021-05-04,na,,,
SOL,2021-05-05,na,,,
SOL,2021-05-06,na,,,
SOL,2021-05-07,na,,,
SOL,2021-05-10,na,,,
SOL,2021-05-11,na,,,
SOL,2021-05-12,na,,,
SOL,2021-05-13,na,,,
SOL,2021-05-14,na,,,
SOL,2021-05-17,na,,,
SOL,2021-05-18,na,,,
SOL,2021-05-19,na,,,
SOL,2021-05-20,na,,,
SOL,2021-05-21,na,,,
SOL,2021-05-24,na,,,
SOL,2021-05-25,na,,,
SOL,2021-05-26,na,,,
SOL,2021-05-27,na,,,
SOL,2021-05-28,na,,,
SOL,2021-05-31,na,,,
SOL,2021-06-01,na,,,
SOL,2021-06-02,na,,,
SOL,2021-06-03,na,,,
SOL,2021-06-04,na,,,
SOL,2021-06-07,na,,,
SOL,2021-06-08,na,,,
SOL,2021-06-09,na,,,
SOL,2021-06-10,na,,,
SOL,2021-06-11,na,,,
SOL,2021-06-14,na,,,
SOL,2021-06-15,na,,,
SOL,2021-06-16,na,,,
SOL,2021-06-17,na,,,
SOL,2021-06-18,na,,,
SOL,2021-06-21,na,,,
SOL,2021-06-22,na,,,
SOL,2021-06-23,na,,,
SOL,2021-06-24,na,,,
SOL,2021-06-25,na,,,
SOL,2021-06-28,na,,,
SOL,2021-06-29,na,,,
SOL,2021-06-30,na,,,
SOL,2021-07-01,na,,,
SOL,2021-07-02,na,,,
SOL,2021-07-05,na,,,
SOL,2021-07-06,na,,,
SOL,2021-07-07,na,,,
SOL,2021-07-08,na,,,
SOL,2021-07-09,na,,,
SOL,2021-07-12,na,,,
SOL,2021-07-13,na,,,
SOL,2021-07-14,na,,,
SOL,2021-07-15,na,,,
SOL,2021-07-16,na,,,
SOL,2021-07-19,na,,,
SOL,2021-07-20,na,,,
SOL,2021-07-21,na,,,
SOL,2021-07-22,na,,,
SOL,2021-07-23,na,,,
SOL,2021-07-26,na,,,
SOL,2021-07-27,na,,,
SOL,2021-07-28,na,,,
SOL,2021-07-29,na,,,
SOL,2021-07-30,na,,,
SOL,2021-08-02,na,,,
SOL,2021-08-03,na,,,
SOL,2021-08-04,na,,,
SOL,2021-08-05,na,,,
SOL,2021-08-06,na,,,
SOL,2021-08-09,na,,,
SOL,2021-08-10,na,,,
SOL,2021-08-11,na,,,
SOL,2021-08-12,na,,,
SOL,2021-08-13,na,,,
SOL,2021-08-16,na,,,
SOL,2021-08-17,na,,,
SOL,2021-08-18,na,,,
SOL,2021-08-19,na,,,
SOL,2021-08-20,na,,,
SOL,2021-08-23,na,,,
SOL,2021-08-24,na,,,
SOL,2021-08-25,na,,,
SOL,2021-08-26,na,,,
SOL,2021-08-27,na,,,
SOL,2021-08-30,na,,,
SOL,2021-08-31,na,,,
SOL,2021-09-01,na,,,
SOL,2021-09-02,na,,,
SOL,2021-09-03,na,,,
SOL,2021-09-06,na,,,
SOL,2021-09-07,na,,,
SOL,2021-09-08,na,,,
SOL,2021-09-09,na,,,
SOL,2021-09-10,na,,,
SOL,2021-09-13,na,,,
SOL,2021-09-14,na,,,
SOL,2021-09-15,na,,,
SOL,2021-09-16,na,,,
SOL,2021-09-17,na,,,
SOL,2021-09-20,na,,,
SOL,2021-09-21,na,,,
SOL,2021-09-22,na,,,
SOL,2021-09-23,na,,,
SOL,2021-09-24,na,,,
SOL,2021-09-27,na,,,
SOL,2021-09-28,na,,,
SOL,2021-09-29,na,,,
SOL,2021-09-30,na,,,
SOL,2021-10-01,na,,,
SOL,2021-10-04,na,,,
SOL,2021-10-05,na,,,
SOL,2021-10-06,na,,,
SOL,2021-10-07,na,,,
SOL,2021-10-08,na,,,
SOL,2021-10-11,na,,,
SOL,2021-10-12,na,,,
SOL,2021-10-13,na,,,
SOL,2021-10-14,na,,,
SOL,2021-10-15,na,,,
SOL,2021-10-18,na,,,
SOL,2021-10-19,na,,,
SOL,2021-10-20,na,,,
SOL,2021-10-21,na,,,
SOL,2021-10-22,na,,,
SOL,2021-10-25,na,,,
SOL,2021-10-26,na,,,
SOL,2021-10-27,na,,,
SOL,2021-10-28,na,,,
SOL,2021-10-29,na,,,
SOL,2021-11-01,na,,,
SOL,2021-11-02,na,,,
SOL,2021-11-03,na,,,
SOL,2021-11-04,na,,,
SOL,2021-11-05,na,,,
SOL,2021-11-08,na,,,
SOL,2021-11-09,na,,,
SOL,2021-11-10,na,,,
SOL,2021-11-11,na,,,
SOL,2021-11-12,na,,,
SOL,2021-11-15,na,,,
SOL,2021-11-16,na,,,
SOL,2021-11-17,na,,,
SOL,2021-11-18,na,,,
SOL,2021-11-19,na,,,
SOL,2021-11-22,na,,,
SOL,2021-11-23,na,,,
SOL,2021-11-24,na,,,
SOL,2021-11-25,na,,,
SOL,2021-11-26,na,,,
SOL,2021-11-29,na,,,
SOL,2021-11-30,na,,,
SOL,2021-12-01,na,,,
SOL,2021-12-02,na,,,
SOL,2021-12-03,na,,,
SOL,2021-12-06,na,,,
SOL,2021-12-07,na,,,
SOL,2021-12-08,na,,,
SOL,2021-12-09,na,,,
SOL,2021-12-10,na,,,
SOL,2021-12-13,na,,,
SOL,2021-12-14,na,,,
SOL,2021-12-15,na,,,
SOL,2021-12-16,na,,,
SOL,2021-12-17,na,,,
SOL,2021-12-20,na,,,
SOL,2021-12-21,na,,,
SOL,2021-12-22,na,,,
SOL,2021-12-23,na,,,
SOL,2021-12-24,na,,,
SOL,2021-12-27,na,,,
SOL,2021-12-28,na,,,
SOL,2021-12-29,na,,,
SOL,2021-12-30,na,,,
SOL,2021-12-31,na,,,
SOL,2022-01-03,na,,,
SOL,2022-01-04,na,,,
SOL,2022-01-05,na,,,
SOL,2022-01-06,na,,,
SOL,2022-01-07,na,,,
SOL,2022-01-10,na,,,
SOL,2022-01-11,na,,,
SOL,2022-01-12,na,,,
SOL,2022-01-13,na,,,
SOL,2022-01-14,na,,,
SOL,2022-01-17,na,,,
SOL,2022-01-18,na,,,
SOL,2022-01-19,normal,0.0482560262965668,0.3319999999999993,0.2265293761356753
SOL,2022-01-20,normal,0.0468900675024107,0.73315363881402,0.10599636583888553
SOL,2022-01-21,normal,0.0494768389505231,0.15281989084293493,0.028587443946188364
SOL,2022-01-24,normal,0.0543065812558651,0.050428163653663295,0.13979118329466353
SOL,2022-01-25,normal,0.0536120437560922,0.6793248945147677,0.12266548789921548
SOL,2022-01-26,normal,0.0559001512859303,0.7172011661807584,0.17981031570741848
SOL,2022-01-27,normal,0.0543065812558651,0.7392947103274554,0.14668052487982336
SOL,2022-01-28,normal,0.0559001512859303,0.08056872037914775,0.11277120956216714
SOL,2022-01-31,normal,0.0543065812558651,0.3791748526522587,0.16188125243601412
SOL,2022-02-01,normal,0.0568823273990446,0.81330685203575,0.24243211640899043
SOL,2022-02-02,normal,0.0544165253584091,0.8523908523908533,0.37923866441470694
SOL,2022-02-03,normal,0.0568823273990446,0.3066812705366921,0.29593701672993106
SOL,2022-02-04,normal,0.0568823273990446,0.5925925925925924,0.2943905525094896
SOL,2022-02-07,normal,0.0544165253584091,0.6521739130434784,0.5468253968253968
SOL,2022-02-08,normal,0.0494768389505231,0.11963882618510184,0.5828571428571427
SOL,2022-02-09,normal,0.0477944939105515,0.8967851099830796,0.5177777777777778
SOL,2022-02-10,normal,0.0520176799805843,0.5606694560669468,0.6910229645093948
SOL,2022-02-11,normal,0.0494768389505231,0.6206896551724129,0.6165450121654501
SOL,2022-02-14,normal,0.0495378927911276,0.9930232558139532,0.1971286581998895
SOL,2022-02-15,normal,0.0495378927911276,0.7954847277556448,0.2943125345113199
SOL,2022-02-16,normal,0.0475033621101036,0.21599999999999966,0.5469353948094974
SOL,2022-02-17,normal,0.0462076106652859,0.2839931153184149,0.42194700460829493
SOL,2022-02-18,normal,0.0495378927911276,0.4171270718232053,0.13251908396946532
SOL,2022-02-21,normal,0.0468900675024107,0.06998813760379631,0.14187517184492704
SOL,2022-02-22,normal,0.0511099962373009,0.8137651821862344,0.008649198677181103
SOL,2022-02-23,normal,0.0468900675024107,0.8815165876777251,0.1301688279911914
SOL,2022-02-24,normal,0.0525583848846687,0.41789748045178104,0.0863714215806215
SOL,2022-02-25,normal,0.0521307779030439,0.9572072072072076,0.3007728638900816
SOL,2022-02-28,normal,0.0495378927911276,0.8335552596537951,0.22839369029104645
SOL,2022-03-01,normal,0.0527392193551194,0.6642441860465118,0.5830337886412655
SOL,2022-03-02,normal,0.0578214338073594,0.7569803516028947,0.5823132650512116
SOL,2022-03-03,normal,0.0516067146282974,0.5818639798488673,0.772491613296737
SOL,2022-03-04,normal,0.0516067146282974,0.3339191564147639,0.6521879021879022
SOL,2022-03-07,normal,0.0516438826008133,0.6099585062240668,0.2966537966537965
SOL,2022-03-08,normal,0.0495378927911276,0.7589041095890389,0.20302445302445302
SOL,2022-03-09,normal,0.0486794986571173,0.7435897435897425,0.22425997425997413
SOL,2022-03-10,normal,0.0468900675024107,0.10043041606886699,0.40894465894465903
SOL,2022-03-11,normal,0.0486794986571173,0.8108108108108086,0.24195624195624219
SOL,2022-03-14,normal,0.0468900675024107,0.7004310344827586,0.10875160875160902
SOL,2022-03-15,normal,0.0462076106652859,0.48763250883392095,0.18886743886743892
SOL,2022-03-16,normal,0.0462076106652859,0.5587628865979375,0.2409909909909912
SOL,2022-03-17,normal,0.0462076106652859,0.5726256983240218,0.35163307852675435
SOL,2022-03-18,normal,0.0453098212098947,0.1224944320712686,0.35267546907574676
SOL,2022-03-21,normal,0.0475033621101036,0.7022727272727272,0.3811674774148714
SOL,2022-03-22,normal,0.0454250028258167,0.9070294784580506,0.380125086865879
SOL,2022-03-23,normal,0.0432182351613631,0.7039473684210513,0.5313929313929315
SOL,2022-03-24,normal,0.0475033621101036,0.790454016298021,0.9214323890967397
SOL,2022-03-25,normal,0.0475033621101036,0.8490099009900994,0.9470249520153547
SOL,2022-03-28,normal,0.0483601070950468,0.7384615384615381,0.9859107681985915
SOL,2022-03-29,normal,0.0477944939105515,0.9661016949152541,0.7758144671452235
SOL,2022-03-30,normal,0.0486077115788867,0.8711340206185568,0.892772667542707
SOL,2022-03-31,normal,0.0493719003355803,0.9166666666666657,0.906742281033396
SOL,2022-04-01,normal,0.0493719003355803,0.7115188583078493,0.8702025072324011
SOL,2022-04-04,normal,0.0521307779030439,0.2567353407290022,0.897978083037506
SOL,2022-04-05,normal,0.0520569311756677,0.931773879142296,0.8165537270087124
SOL,2022-04-06,normal,0.0520569311756677,0.21307072515666947,0.7184433164128597
SOL,2022-04-07,normal,0.0489560105412527,0.9440459110473457,0.48291032148900187
SOL,2022-04-08,normal,0.0483735473934755,0.05555555555555577,0.5590981152016913
SOL,2022-04-11,normal,0.0475033621101036,0.05454545454545524,0.4156007926499729
SOL,2022-04-12,normal,0.0468900675024107,0.9799732977303064,0.19293078055964663
SOL,2022-04-13,normal,0.0456633342339908,0.012165450121653812,0.19820895522388052
SOL,2022-04-14,normal,0.0456633342339908,0.0979955456570152,0.17160652920962194
SOL,2022-04-15,normal,0.0456633342339908,0.7380952380952392,0.06843940714908459
SOL,2022-04-18,normal,0.0462076106652859,0.2538011695906436,0.045144241356529655
SOL,2022-04-19,normal,0.0456633342339908,0.47653429602888175,0.1577009613417876
SOL,2022-04-20,normal,0.0440286802599149,0.8881118881118873,0.28410717938228686
SOL,2022-04-21,normal,0.0456633342339908,0.8304668304668308,0.22438126406218045
SOL,2022-04-22,normal,0.0456633342339908,0.634146341463416,0.146451217017795
SOL,2022-04-25,normal,0.0454250028258167,0.3970588235294126,0.10973577719590574
SOL,2022-04-26,normal,0.0456633342339908,0.33484162895927894,0.20163240628778717
SOL,2022-04-27,normal,0.0479212046595321,0.838181818181818,0.04911032028469784
SOL,2022-04-28,normal,0.0479212046595321,0.7380073800738024,0.14377224199288274
SOL,2022-04-29,normal,0.0443545756963016,0.14245810055866015,0.18006430868167203
SOL,2022-05-02,normal,0.0443545756963016,0.1065217391304338,0.26802345636426383
SOL,2022-05-03,normal,0.0443545756963016,0.8421052631578958,0.19282511210762338
SOL,2022-05-04,normal,0.0453098212098947,0.9115044247787619,0.13625388064849953
SOL,2022-05-05,normal,0.0412748171368861,0.15028901734103958,0.3746119351500516
SOL,2022-05-06,normal,0.0486794986571173,0.18322295805739472,0.10818120351588917
SOL,2022-05-09,normal,0.0456425332602521,0.23736600306278718,0.04541789841440466
SOL,2022-05-10,normal,0.0586123731000056,0.8881118881118882,0.009349593495934831
SOL,2022-05-11,normal,0.0661378616914311,0.09266409266409256,0.13575295768999404
SOL,2022-05-12,EXPANSION,0.0787757919766817,0.3888888888888892,0.1280225240145743
SOL,2022-05-13,EXPANSION,0.0756859985928234,0.9370212765957445,0.11094155348695259
SOL,2022-05-16,normal,0.0730112119594233,0.18424962852897492,0.33214672651292365
SOL,2022-05-17,normal,0.0737297982465406,0.552572706935123,0.2589088615578682
SOL,2022-05-18,normal,0.0697547683923704,0.1031941031941036,0.3110161443494778
SOL,2022-05-19,normal,0.0693467479501498,0.7438423645320196,0.2048605447724678
SOL,2022-05-20,normal,0.0671155310239816,0.8476821192052976,0.2562197650310989
SOL,2022-05-23,normal,0.0657534246575343,0.7751677852348985,0.2610573600552868
SOL,2022-05-24,normal,0.0584369563816763,0.5497076023391797,0.20387007601935045
SOL,2022-05-25,normal,0.0603993177485702,0.03378378378378193,0.21250863856254326
SOL,2022-05-26,normal,0.0568823273990446,0.100869565217391,0.22350958500105325
SOL,2022-05-27,normal,0.0670294049548507,0.3387755102040825,0.13500889679715303
SOL,2022-05-30,normal,0.0544165253584091,0.5806451612903227,0.20758319694489905
SOL,2022-05-31,normal,0.0468900675024107,0.30379746835443233,0.3170260701641455
SOL,2022-06-01,normal,0.0468900675024107,0.1868686868686888,0.3828623518687331
SOL,2022-06-02,normal,0.0544165253584091,0.9478827361563505,0.03030303030303037
SOL,2022-06-03,normal,0.0516731701549011,0.08602150537634419,0.12842304060434367
SOL,2022-06-06,normal,0.0516438826008133,0.8547400611620801,0.12483340737450034
SOL,2022-06-07,normal,0.0543065812558651,0.1542207792207796,0.30171635049683826
SOL,2022-06-08,normal,0.0536120437560922,0.38432835820895567,0.1897733263046917
SOL,2022-06-09,normal,0.0495378927911276,0.7875354107648725,0.16447021613073262
SOL,2022-06-10,normal,0.0468900675024107,0.20500000000000185,0.22403795466526094
SOL,2022-06-13,normal,0.0607158074137197,0.12845528455284536,0.0024642681123706604
SOL,2022-06-14,normal,0.0648875282843072,0.5015479876160993,0.10408163265306127
SOL,2022-06-15,normal,0.0559001512859303,0.6028571428571426,0.1635964912280702
SOL,2022-06-16,normal,0.0568823273990446,0.10436432637571172,0.3950288504216599
SOL,2022-06-17,normal,0.060977526324061,0.7918088737201364,0.189081225033289
SOL,2022-06-20,normal,0.060292937399679,0.8916827852998075,0.37220732797140293
SOL,2022-06-21,normal,0.0568823273990446,0.7064989517819708,0.4629812438302075
SOL,2022-06-22,normal,0.0568823273990446,0.5791139240506317,0.5554971067859024
SOL,2022-06-23,normal,0.0583791712504584,0.8403361344537814,0.4345081536033666
SOL,2022-06-24,normal,0.0604319990426613,0.9384615384615398,0.6465018411362441
SOL,2022-06-27,normal,0.0544165253584091,0.6068376068376067,0.7930832356389215
SOL,2022-06-28,normal,0.058148580318942,0.8265682656826573,0.7420867526377493
SOL,2022-06-29,normal,0.060977526324061,0.358288770053476,0.556271981242673
SOL,2022-06-30,normal,0.058148580318942,0.1455108359133125,0.48007033997655313
SOL,2022-07-01,normal,0.0520569311756677,0.17297297297297412,0.4630715123094957
SOL,2022-07-04,normal,0.0453098212098947,0.9948717948717959,0.4413833528722157
SOL,2022-07-05,normal,0.0489560105412527,0.04746835443037924,0.6150030998140111
SOL,2022-07-06,normal,0.0428189116859946,0.43850267379679053,0.523145212428662
SOL,2022-07-07,normal,0.0454250028258167,0.7272727272727268,0.6271401395053899
SOL,2022-07-08,normal,0.0503063804259329,0.20063694267516002,0.7171845275840203
SOL,2022-07-11,normal,0.0467104210020809,0.15702479338842776,0.48249999999999993
SOL,2022-07-12,normal,0.0443545756963016,0.5197368421052639,0.20833333333333334
SOL,2022-07-13,normal,0.0456425332602521,0.8641304347826084,0.1466666666666665
SOL,2022-07-14,normal,0.0454250028258167,0.1314285714285737,0.3349999999999997
SOL,2022-07-15,normal,0.0479212046595321,0.6116504854368937,0.5315699658703069
SOL,2022-07-18,normal,0.0483735473934755,0.7476190476190485,0.7571288102261549
SOL,2022-07-19,normal,0.0512687726566545,0.9206896551724136,0.958174904942966
SOL,2022-07-20,normal,0.0483735473934755,0.6806722689075613,0.8485401459854013
SOL,2022-07-21,normal,0.0479405806887237,0.56084656084656,0.6576576576576576
SOL,2022-07-22,normal,0.0483601070950468,0.9155555555555566,0.7265122265122265
SOL,2022-07-25,normal,0.0479405806887237,0.26146788990825703,0.5862290862290862
SOL,2022-07-26,normal,0.0443545756963016,0.14860681114551189,0.31081081081081074
SOL,2022-07-27,normal,0.0443545756963016,0.5803108808290143,0.2850707850707851
SOL,2022-07-28,normal,0.0482560262965668,0.8196721311475418,0.541184041184041
SOL,2022-07-29,normal,0.0520569311756677,0.19935691318327894,0.7136422136422135
SOL,2022-08-01,normal,0.0520569311756677,0.3641975308641958,0.6776061776061777
SOL,2022-08-02,normal,0.0483735473934755,0.3231441048034944,0.6325611325611324
SOL,2022-08-03,normal,0.0472255017709563,0.5670886075949368,0.4506531204644412
SOL,2022-08-04,normal,0.0401076716016151,0.26143790849673093,0.30496453900709203
SOL,2022-08-05,normal,0.0475033621101036,0.9793103448275854,0.3278171788810085
SOL,2022-08-08,normal,0.0475033621101036,0.9966101694915237,0.467297084318361
SOL,2022-08-09,normal,0.0477944939105515,0.08173076923077012,0.6268781302170284
SOL,2022-08-10,normal,0.0493614708812607,0.56687898089172,0.47245409015025025
SOL,2022-08-11,normal,0.0477944939105515,0.6815286624203822,0.6510851419031719
SOL,2022-08-12,normal,0.0466180866965621,0.113095238095241,0.6761268781302173
SOL,2022-08-15,normal,0.0471071767309517,0.14214463840398991,0.7439824945295401
SOL,2022-08-16,normal,0.0475033621101036,0.808988764044942,0.633070866141732
SOL,2022-08-17,normal,0.0459147633623735,0.07476635514018862,0.515981735159817
SOL,2022-08-18,normal,0.0407287687334705,0.9323308270676666,0.2840182648401825
SOL,2022-08-19,normal,0.0432182351613631,0.19210977701543702,0.19086757990867606
SOL,2022-08-22,normal,0.0432182351613631,0.2857142857142857,0.1594918842625263
SOL,2022-08-23,normal,0.0456425332602521,0.9533333333333331,0.11467576791808867
SOL,2022-08-24,normal,0.0438342486270594,0.6750000000000014,0.13310580204778172
SOL,2022-08-25,normal,0.0437753036437246,0.9733333333333339,0.07918088737201387
SOL,2022-08-26,normal,0.0443545756963016,0.20111731843575398,0.10511945392491506
SOL,2022-08-29,normal,0.0443545756963016,0.4242424242424242,0.013743815283122594
SOL,2022-08-30,normal,0.0438342486270594,0.6846153846153865,0.13166485310119702
SOL,2022-08-31,normal,0.0453098212098947,0.8051948051948028,0.07997823721436337
SOL,2022-09-01,normal,0.0443545756963016,0.3734939759036142,0.08161044613710554
SOL,2022-09-02,normal,0.0443545756963016,0.5529411764705859,0.08759521218715992
SOL,2022-09-05,normal,0.0432182351613631,0.09629629629629809,0.14644067796610147
SOL,2022-09-06,normal,0.0412748171368861,0.8012422360248449,0.1477966101694915
SOL,2022-09-07,normal,0.0452025072324011,0.8235294117647061,0.07540702656383881
SOL,2022-09-08,normal,0.0420951499839874,0.6917293233082729,0.28050052137643344
SOL,2022-09-09,normal,0.0407287687334705,0.7756653992395427,0.49656121045391993
SOL,2022-09-12,normal,0.0443320440345135,0.8826666666666673,0.7688751926040063
SOL,2022-09-13,normal,0.0493614708812607,0.7619047619047626,0.8867699642431462
SOL,2022-09-14,normal,0.0486794986571173,0.4479999999999961,0.3329633740288569
SOL,2022-09-15,normal,0.0393991627677912,0.557692307692308,0.4572697003329632
SOL,2022-09-16,normal,0.0401076716016151,0.7604166666666684,0.3407325194228636
SOL,2022-09-19,normal,0.0453098212098947,0.5984251968503951,0.09080459770114974
SOL,2022-09-20,normal,0.0407287687334705,0.2710280373831767,0.2655172413793102
SOL,2022-09-21,normal,0.0407287687334705,0.9259259259259234,0.12643678160919558
SOL,2022-09-22,normal,0.0438342486270594,0.9590163934426224,0.0711111111111108
SOL,2022-09-23,normal,0.0399773178338532,0.1242937853107341,0.2688888888888888
SOL,2022-09-26,normal,0.0399773178338532,0.4620689655172403,0.2588888888888892
SOL,2022-09-27,normal,0.0403702071397091,0.7738095238095223,0.43000000000000027
SOL,2022-09-28,normal,0.0407287687334705,0.6511627906976775,0.2977777777777775
SOL,2022-09-29,normal,0.0398282852373001,0.7899999999999991,0.3566666666666665
SOL,2022-09-30,normal,0.0432182351613631,0.33333333333333565,0.43555555555555553
SOL,2022-10-03,normal,0.0407287687334705,0.8555555555555531,0.22777777777777794
SOL,2022-10-04,normal,0.0428189116859946,0.8189655172413791,0.5333333333333337
SOL,2022-10-05,normal,0.0466180866965621,0.08602150537634992,0.7555555555555566
SOL,2022-10-06,normal,0.0462670008628836,0.5714285714285738,0.7462962962962966
SOL,2022-10-07,normal,0.0471071767309517,0.3387096774193576,0.6203703703703706
SOL,2022-10-10,normal,0.0403940886699507,0.3090909090909118,0.5388888888888894
SOL,2022-10-11,normal,0.0393991627677912,0.3529411764705887,0.3611111111111113
SOL,2022-10-12,normal,0.0407287687334705,0.7256637168141571,0.07615230460921832
SOL,2022-10-13,normal,0.0403940886699507,0.1815181518151817,0.1482965931863726
SOL,2022-10-14,normal,0.0405405405405405,0.5187500000000007,0.3474801061007956
SOL,2022-10-17,normal,0.0398608035431825,0.7419354838709693,0.30503978779840873
SOL,2022-10-18,normal,0.038328588857259,0.4018691588785043,0.45442176870748313
SOL,2022-10-19,normal,0.0393991627677912,0.33333333333333104,0.31020408163265284
SOL,2022-10-20,normal,0.0407287687334705,0.7459016393442602,0.13469387755102025
SOL,2022-10-21,normal,0.0398608035431825,0.21551724137931033,0.021116138763197675
SOL,2022-10-24,normal,0.0385227634511301,0.6782608695652161,0.31853785900783305
SOL,2022-10-25,normal,0.038328588857259,0.3090909090909053,0.1906005221932116
SOL,2022-10-26,normal,0.0479212046595321,0.4210526315789475,0.5248041775456919
SOL,2022-10-27,normal,0.047585886722377,0.2773722627737243,0.6430635838150289
SOL,2022-10-28,normal,0.0403940886699507,0.3483146067415754,0.5649546827794558
SOL,2022-10-31,normal,0.048358733880422,0.8536585365853662,0.8714285714285707
SOL,2022-11-01,normal,0.0477944939105515,0.5420560747663534,0.7576158940397354
SOL,2022-11-02,normal,0.0471071767309517,0.145038167938932,0.7099337748344374
SOL,2022-11-03,normal,0.0393991627677912,0.4843750000000013,0.5245033112582782
