coin,date,lean_dir,lean_strength,lean_basis
BTC,2026-07-03,up,slight_lean,A6b
BTC,2026-07-06,up,slight_lean,A6b
BTC,2026-07-07,down,slight_lean,A6b
BTC,2026-07-08,up,slight_lean,A6b
BTC,2026-07-09,down,slight_lean,A6b
BTC,2026-07-10,down,slight_lean,A6b
BTC,2026-07-13,down,slight_lean,A6b
BTC,2026-07-14,up,slight_lean,A6b
BTC,2026-07-15,down,slight_lean,A6b
BTC,2026-07-16,up,slight_lean,A6b
BTC,2026-07-17,up,slight_lean,A6b
BTC,2026-07-20,up,slight_lean,A6b
BTC,2026-07-21,down,slight_lean,A6b
BTC,2026-07-22,down,slight_lean,A6b
BTC,2026-07-23,up,slight_lean,A6b
ETH,2020-08-12,na,na,na
ETH,2020-08-13,na,na,na
ETH,2020-08-14,na,na,na
ETH,2020-08-17,na,na,na
ETH,2020-08-18,na,na,na
ETH,2020-08-19,na,na,na
ETH,2020-08-20,na,na,na
ETH,2020-08-21,na,na,na
ETH,2020-08-24,na,na,na
ETH,2020-08-25,na,na,na
ETH,2020-08-26,na,na,na
ETH,2020-08-27,na,na,na
ETH,2020-08-28,na,na,na
ETH,2020-08-31,na,na,na
ETH,2020-09-01,na,na,na
ETH,2020-09-02,na,na,na
ETH,2020-09-03,na,na,na
ETH,2020-09-04,na,na,na
ETH,2020-09-07,na,na,na
ETH,2020-09-08,na,na,na
ETH,2020-09-09,na,na,na
ETH,2020-09-10,na,na,na
ETH,2020-09-11,na,na,na
ETH,2020-09-14,na,na,na
ETH,2020-09-15,na,na,na
ETH,2020-09-16,na,na,na
ETH,2020-09-17,na,na,na
ETH,2020-09-18,na,na,na
ETH,2020-09-21,na,na,na
ETH,2020-09-22,na,na,na
ETH,2020-09-23,na,na,na
ETH,2020-09-24,na,na,na
ETH,2020-09-25,na,na,na
ETH,2020-09-28,na,na,na
ETH,2020-09-29,na,na,na
ETH,2020-09-30,na,na,na
ETH,2020-10-01,na,na,na
ETH,2020-10-02,na,na,na
ETH,2020-10-05,na,na,na
ETH,2020-10-06,na,na,na
ETH,2020-10-07,na,na,na
ETH,2020-10-08,na,na,na
ETH,2020-10-09,na,na,na
ETH,2020-10-12,na,na,na
ETH,2020-10-13,na,na,na
ETH,2020-10-14,na,na,na
ETH,2020-10-15,na,na,na
ETH,2020-10-16,na,na,na
ETH,2020-10-19,na,na,na
ETH,2020-10-20,na,na,na
ETH,2020-10-21,na,na,na
ETH,2020-10-22,na,na,na
ETH,2020-10-23,na,na,na
ETH,2020-10-26,na,na,na
ETH,2020-10-27,na,na,na
ETH,2020-10-28,na,na,na
ETH,2020-10-29,na,na,na
ETH,2020-10-30,na,na,na
ETH,2020-11-02,na,na,na
ETH,2020-11-03,na,na,na
ETH,2020-11-04,na,na,na
ETH,2020-11-05,na,na,na
ETH,2020-11-06,na,na,na
ETH,2020-11-09,na,na,na
ETH,2020-11-10,na,na,na
ETH,2020-11-11,na,na,na
ETH,2020-11-12,na,na,na
ETH,2020-11-13,na,na,na
ETH,2020-11-16,na,na,na
ETH,2020-11-17,na,na,na
ETH,2020-11-18,na,na,na
ETH,2020-11-19,na,na,na
ETH,2020-11-20,na,na,na
ETH,2020-11-23,na,na,na
ETH,2020-11-24,na,na,na
ETH,2020-11-25,na,na,na
ETH,2020-11-26,na,na,na
ETH,2020-11-27,na,na,na
ETH,2020-11-30,na,na,na
ETH,2020-12-01,na,na,na
ETH,2020-12-02,na,na,na
ETH,2020-12-03,na,na,na
ETH,2020-12-04,na,na,na
ETH,2020-12-07,na,na,na
ETH,2020-12-08,na,na,na
ETH,2020-12-09,na,na,na
ETH,2020-12-10,na,na,na
ETH,2020-12-11,na,na,na
ETH,2020-12-14,na,na,na
ETH,2020-12-15,na,na,na
ETH,2020-12-16,na,na,na
ETH,2020-12-17,na,na,na
ETH,2020-12-18,na,na,na
ETH,2020-12-21,na,na,na
ETH,2020-12-22,na,na,na
ETH,2020-12-23,na,na,na
ETH,2020-12-24,na,na,na
ETH,2020-12-25,na,na,na
ETH,2020-12-28,na,na,na
ETH,2020-12-29,na,na,na
ETH,2020-12-30,na,na,na
ETH,2020-12-31,na,na,na
ETH,2021-01-01,na,na,na
ETH,2021-01-04,na,na,na
ETH,2021-01-05,na,na,na
ETH,2021-01-06,na,na,na
ETH,2021-01-07,na,na,na
ETH,2021-01-08,na,na,na
ETH,2021-01-11,na,na,na
ETH,2021-01-12,na,na,na
ETH,2021-01-13,na,na,na
ETH,2021-01-14,na,na,na
ETH,2021-01-15,na,na,na
ETH,2021-01-18,na,na,na
ETH,2021-01-19,na,na,na
ETH,2021-01-20,na,na,na
ETH,2021-01-21,na,na,na
ETH,2021-01-22,na,na,na
ETH,2021-01-25,na,na,na
ETH,2021-01-26,na,na,na
ETH,2021-01-27,na,na,na
ETH,2021-01-28,na,na,na
ETH,2021-01-29,na,na,na
ETH,2021-02-01,na,na,na
ETH,2021-02-02,na,na,na
ETH,2021-02-03,na,na,na
ETH,2021-02-04,na,na,na
ETH,2021-02-05,na,na,na
ETH,2021-02-08,na,na,na
ETH,2021-02-09,na,na,na
ETH,2021-02-10,na,na,na
ETH,2021-02-11,na,na,na
ETH,2021-02-12,na,na,na
ETH,2021-02-15,na,na,na
ETH,2021-02-16,na,na,na
ETH,2021-02-17,na,na,na
ETH,2021-02-18,na,na,na
ETH,2021-02-19,na,na,na
ETH,2021-02-22,na,na,na
ETH,2021-02-23,na,na,na
ETH,2021-02-24,na,na,na
ETH,2021-02-25,na,na,na
ETH,2021-02-26,na,na,na
ETH,2021-03-01,na,na,na
ETH,2021-03-02,na,na,na
ETH,2021-03-03,na,na,na
ETH,2021-03-04,na,na,na
ETH,2021-03-05,na,na,na
ETH,2021-03-08,na,na,na
ETH,2021-03-09,na,na,na
ETH,2021-03-10,na,na,na
ETH,2021-03-11,na,na,na
ETH,2021-03-12,na,na,na
ETH,2021-03-15,na,na,na
ETH,2021-03-16,na,na,na
ETH,2021-03-17,na,na,na
ETH,2021-03-18,na,na,na
ETH,2021-03-19,na,na,na
ETH,2021-03-22,na,na,na
ETH,2021-03-23,na,na,na
ETH,2021-03-24,na,na,na
ETH,2021-03-25,na,na,na
ETH,2021-03-26,na,na,na
ETH,2021-03-29,na,na,na
ETH,2021-03-30,na,na,na
ETH,2021-03-31,na,na,na
ETH,2021-04-01,na,na,na
ETH,2021-04-02,na,na,na
ETH,2021-04-05,na,na,na
ETH,2021-04-06,na,na,na
ETH,2021-04-07,na,na,na
ETH,2021-04-08,na,na,na
ETH,2021-04-09,na,na,na
ETH,2021-04-12,na,na,na
ETH,2021-04-13,na,na,na
ETH,2021-04-14,na,na,na
ETH,2021-04-15,na,na,na
ETH,2021-04-16,na,na,na
ETH,2021-04-19,na,na,na
ETH,2021-04-20,na,na,na
ETH,2021-04-21,na,na,na
ETH,2021-04-22,na,na,na
ETH,2021-04-23,na,na,na
ETH,2021-04-26,na,na,na
ETH,2021-04-27,na,na,na
ETH,2021-04-28,na,na,na
ETH,2021-04-29,na,na,na
ETH,2021-04-30,na,na,na
ETH,2021-05-03,na,na,na
ETH,2021-05-04,na,na,na
ETH,2021-05-05,na,na,na
ETH,2021-05-06,na,na,na
ETH,2021-05-07,na,na,na
ETH,2021-05-10,na,na,na
ETH,2021-05-11,na,na,na
ETH,2021-05-12,na,na,na
ETH,2021-05-13,na,na,na
ETH,2021-05-14,na,na,na
ETH,2021-05-17,na,na,na
ETH,2021-05-18,na,na,na
ETH,2021-05-19,na,na,na
ETH,2021-05-20,na,na,na
ETH,2021-05-21,na,na,na
ETH,2021-05-24,na,na,na
ETH,2021-05-25,na,na,na
ETH,2021-05-26,na,na,na
ETH,2021-05-27,na,na,na
ETH,2021-05-28,na,na,na
ETH,2021-05-31,na,na,na
ETH,2021-06-01,na,na,na
ETH,2021-06-02,na,na,na
ETH,2021-06-03,na,na,na
ETH,2021-06-04,na,na,na
ETH,2021-06-07,na,na,na
ETH,2021-06-08,na,na,na
ETH,2021-06-09,na,na,na
ETH,2021-06-10,na,na,na
ETH,2021-06-11,na,na,na
ETH,2021-06-14,na,na,na
ETH,2021-06-15,na,na,na
ETH,2021-06-16,na,na,na
ETH,2021-06-17,na,na,na
ETH,2021-06-18,na,na,na
ETH,2021-06-21,na,na,na
ETH,2021-06-22,na,na,na
ETH,2021-06-23,na,na,na
ETH,2021-06-24,na,na,na
ETH,2021-06-25,na,na,na
ETH,2021-06-28,na,na,na
ETH,2021-06-29,na,na,na
ETH,2021-06-30,na,na,na
ETH,2021-07-01,na,na,na
ETH,2021-07-02,na,na,na
ETH,2021-07-05,na,na,na
ETH,2021-07-06,na,na,na
ETH,2021-07-07,na,na,na
ETH,2021-07-08,na,na,na
ETH,2021-07-09,na,na,na
ETH,2021-07-12,na,na,na
ETH,2021-07-13,na,na,na
ETH,2021-07-14,na,na,na
ETH,2021-07-15,na,na,na
ETH,2021-07-16,na,na,na
ETH,2021-07-19,na,na,na
ETH,2021-07-20,na,na,na
ETH,2021-07-21,na,na,na
ETH,2021-07-22,na,na,na
ETH,2021-07-23,na,na,na
ETH,2021-07-26,na,na,na
ETH,2021-07-27,na,na,na
ETH,2021-07-28,na,na,na
ETH,2021-07-29,na,na,na
ETH,2021-07-30,na,na,na
ETH,2021-08-02,na,na,na
ETH,2021-08-03,na,na,na
ETH,2021-08-04,na,na,na
ETH,2021-08-05,na,na,na
ETH,2021-08-06,na,na,na
ETH,2021-08-09,na,na,na
ETH,2021-08-10,na,na,na
ETH,2021-08-11,na,na,na
ETH,2021-08-12,na,na,na
ETH,2021-08-13,na,na,na
ETH,2021-08-16,na,na,na
ETH,2021-08-17,na,na,na
ETH,2021-08-18,na,na,na
ETH,2021-08-19,na,na,na
ETH,2021-08-20,na,na,na
ETH,2021-08-23,na,na,na
ETH,2021-08-24,na,na,na
ETH,2021-08-25,na,na,na
ETH,2021-08-26,na,na,na
ETH,2021-08-27,na,na,na
ETH,2021-08-30,na,na,na
ETH,2021-08-31,na,na,na
ETH,2021-09-01,na,na,na
ETH,2021-09-02,na,na,na
ETH,2021-09-03,na,na,na
ETH,2021-09-06,na,na,na
ETH,2021-09-07,na,na,na
ETH,2021-09-08,na,na,na
ETH,2021-09-09,na,na,na
ETH,2021-09-10,na,na,na
ETH,2021-09-13,na,na,na
ETH,2021-09-14,na,na,na
ETH,2021-09-15,na,na,na
ETH,2021-09-16,na,na,na
ETH,2021-09-17,na,na,na
ETH,2021-09-20,na,na,na
ETH,2021-09-21,na,na,na
ETH,2021-09-22,na,na,na
ETH,2021-09-23,na,na,na
ETH,2021-09-24,na,na,na
ETH,2021-09-27,na,na,na
ETH,2021-09-28,na,na,na
ETH,2021-09-29,na,na,na
ETH,2021-09-30,na,na,na
ETH,2021-10-01,na,na,na
ETH,2021-10-04,na,na,na
ETH,2021-10-05,na,na,na
ETH,2021-10-06,na,na,na
ETH,2021-10-07,na,na,na
ETH,2021-10-08,na,na,na
ETH,2021-10-11,na,na,na
ETH,2021-10-12,na,na,na
ETH,2021-10-13,na,na,na
ETH,2021-10-14,na,na,na
ETH,2021-10-15,na,na,na
ETH,2021-10-18,na,na,na
ETH,2021-10-19,na,na,na
ETH,2021-10-20,na,na,na
ETH,2021-10-21,na,na,na
ETH,2021-10-22,na,na,na
ETH,2021-10-25,na,na,na
ETH,2021-10-26,na,na,na
ETH,2021-10-27,na,na,na
ETH,2021-10-28,na,na,na
ETH,2021-10-29,na,na,na
ETH,2021-11-01,na,na,na
ETH,2021-11-02,na,na,na
ETH,2021-11-03,na,na,na
ETH,2021-11-04,na,na,na
ETH,2021-11-05,na,na,na
ETH,2021-11-08,na,na,na
ETH,2021-11-09,na,na,na
ETH,2021-11-10,na,na,na
ETH,2021-11-11,na,na,na
ETH,2021-11-12,na,na,na
ETH,2021-11-15,na,na,na
ETH,2021-11-16,na,na,na
ETH,2021-11-17,na,na,na
ETH,2021-11-18,na,na,na
ETH,2021-11-19,na,na,na
ETH,2021-11-22,na,na,na
ETH,2021-11-23,na,na,na
ETH,2021-11-24,na,na,na
ETH,2021-11-25,na,na,na
ETH,2021-11-26,na,na,na
ETH,2021-11-29,na,na,na
ETH,2021-11-30,na,na,na
ETH,2021-12-01,na,na,na
ETH,2021-12-02,na,na,na
ETH,2021-12-03,na,na,na
ETH,2021-12-06,na,na,na
ETH,2021-12-07,na,na,na
ETH,2021-12-08,na,na,na
ETH,2021-12-09,na,na,na
ETH,2021-12-10,na,na,na
ETH,2021-12-13,na,na,na
ETH,2021-12-14,na,na,na
ETH,2021-12-15,na,na,na
ETH,2021-12-16,na,na,na
ETH,2021-12-17,na,na,na
ETH,2021-12-20,na,na,na
ETH,2021-12-21,na,na,na
ETH,2021-12-22,na,na,na
ETH,2021-12-23,na,na,na
ETH,2021-12-24,na,na,na
ETH,2021-12-27,na,na,na
ETH,2021-12-28,na,na,na
ETH,2021-12-29,na,na,na
ETH,2021-12-30,na,na,na
ETH,2021-12-31,na,na,na
ETH,2022-01-03,na,na,na
ETH,2022-01-04,na,na,na
ETH,2022-01-05,na,na,na
ETH,2022-01-06,na,na,na
ETH,2022-01-07,na,na,na
ETH,2022-01-10,na,na,na
ETH,2022-01-11,down,slight_lean,A6b
ETH,2022-01-12,down,slight_lean,A6b
ETH,2022-01-13,down,slight_lean,A6b
ETH,2022-01-14,up,slight_lean,A6b
ETH,2022-01-17,down,slight_lean,A6b
ETH,2022-01-18,down,slight_lean,A6b
ETH,2022-01-19,up,slight_lean,A6b
ETH,2022-01-20,up,slight_lean,A6b
ETH,2022-01-21,up,slight_lean,A6b
ETH,2022-01-24,up,slight_lean,A6b
ETH,2022-01-25,down,slight_lean,A6b
ETH,2022-01-26,up,slight_lean,A6b
ETH,2022-01-27,down,slight_lean,A6b
ETH,2022-01-28,up,slight_lean,A6b
ETH,2022-01-31,down,slight_lean,A6b
ETH,2022-02-01,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-02,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-03,down,slight_lean,A6b
ETH,2022-02-04,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-07,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-08,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-09,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-10,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-11,up,slight_lean,OB-state(open-DON55)
ETH,2022-02-14,up,slight_lean,A6b
ETH,2022-02-15,down,slight_lean,A6b
ETH,2022-02-16,down,slight_lean,A6b
ETH,2022-02-17,up,slight_lean,A6b
ETH,2022-02-18,up,slight_lean,A6b
ETH,2022-02-21,up,slight_lean,A6b
ETH,2022-02-22,up,slight_lean,A6b
ETH,2022-02-23,up,slight_lean,A6b
ETH,2022-02-24,up,slight_lean,A6b
ETH,2022-02-25,down,slight_lean,A6b
ETH,2022-02-28,down,slight_lean,A6b
ETH,2022-03-01,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-02,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-03,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-04,up,slight_lean,A6b
ETH,2022-03-07,up,slight_lean,A6b
ETH,2022-03-08,up,slight_lean,A6b
ETH,2022-03-09,up,slight_lean,A6b
ETH,2022-03-10,down,slight_lean,A6b
ETH,2022-03-11,up,slight_lean,A6b
ETH,2022-03-14,up,slight_lean,A6b
ETH,2022-03-15,up,slight_lean,A6b
ETH,2022-03-16,down,slight_lean,A6b
ETH,2022-03-17,down,slight_lean,A6b
ETH,2022-03-18,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-21,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-22,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-23,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-24,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-25,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-28,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-29,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-30,up,slight_lean,OB-state(open-DON55)
ETH,2022-03-31,up,slight_lean,OB-state(open-DON55)
ETH,2022-04-01,up,slight_lean,A6b
ETH,2022-04-04,down,slight_lean,A6b
ETH,2022-04-05,down,slight_lean,A6b
ETH,2022-04-06,up,slight_lean,A6b
ETH,2022-04-07,up,slight_lean,A6b
ETH,2022-04-08,down,slight_lean,A6b
ETH,2022-04-11,up,slight_lean,A6b
ETH,2022-04-12,up,slight_lean,A6b
ETH,2022-04-13,up,slight_lean,A6b
ETH,2022-04-14,down,slight_lean,A6b
ETH,2022-04-15,up,slight_lean,A6b
ETH,2022-04-18,up,slight_lean,A6b
ETH,2022-04-19,down,slight_lean,A6b
ETH,2022-04-20,down,slight_lean,A6b
ETH,2022-04-21,up,slight_lean,A6b
ETH,2022-04-22,up,slight_lean,A6b
ETH,2022-04-25,up,slight_lean,A6b
ETH,2022-04-26,down,slight_lean,A6b
ETH,2022-04-27,up,slight_lean,A6b
ETH,2022-04-28,up,slight_lean,A6b
ETH,2022-04-29,down,slight_lean,A6b
ETH,2022-05-02,up,slight_lean,A6b
ETH,2022-05-03,down,slight_lean,A6b
ETH,2022-05-04,down,slight_lean,A6b
ETH,2022-05-05,down,slight_lean,A6b
ETH,2022-05-06,up,slight_lean,A6b
ETH,2022-05-09,up,slight_lean,A6b
ETH,2022-05-10,up,slight_lean,A6b
ETH,2022-05-11,down,slight_lean,A6b
ETH,2022-05-12,up,slight_lean,A6b
ETH,2022-05-13,up,slight_lean,A6b
ETH,2022-05-16,down,slight_lean,A6b
ETH,2022-05-17,up,slight_lean,A6b
ETH,2022-05-18,down,slight_lean,A6b
ETH,2022-05-19,up,slight_lean,A6b
ETH,2022-05-20,up,slight_lean,A6b
ETH,2022-05-23,up,slight_lean,A6b
ETH,2022-05-24,down,slight_lean,A6b
ETH,2022-05-25,up,slight_lean,A6b
ETH,2022-05-26,down,slight_lean,A6b
ETH,2022-05-27,down,slight_lean,A6b
ETH,2022-05-30,down,slight_lean,A6b
ETH,2022-05-31,down,slight_lean,A6b
ETH,2022-06-01,up,slight_lean,A6b
ETH,2022-06-02,up,slight_lean,A6b
ETH,2022-06-03,down,slight_lean,A6b
ETH,2022-06-06,up,slight_lean,A6b
ETH,2022-06-07,down,slight_lean,A6b
ETH,2022-06-08,down,slight_lean,A6b
ETH,2022-06-09,up,slight_lean,A6b
ETH,2022-06-10,up,slight_lean,A6b
ETH,2022-06-13,up,slight_lean,A6b
ETH,2022-06-14,up,slight_lean,A6b
ETH,2022-06-15,down,slight_lean,A6b
ETH,2022-06-16,down,slight_lean,A6b
ETH,2022-06-17,up,slight_lean,A6b
ETH,2022-06-20,down,slight_lean,A6b
ETH,2022-06-21,down,slight_lean,A6b
ETH,2022-06-22,down,slight_lean,A6b
ETH,2022-06-23,up,slight_lean,A6b
ETH,2022-06-24,down,slight_lean,A6b
ETH,2022-06-27,down,slight_lean,A6b
ETH,2022-06-28,up,slight_lean,A6b
ETH,2022-06-29,up,slight_lean,A6b
ETH,2022-06-30,down,slight_lean,A6b
ETH,2022-07-01,up,slight_lean,A6b
ETH,2022-07-04,down,slight_lean,A6b
ETH,2022-07-05,down,slight_lean,A6b
ETH,2022-07-06,down,slight_lean,A6b
ETH,2022-07-07,down,slight_lean,A6b
ETH,2022-07-08,up,slight_lean,OB-state(open-DON55)
ETH,2022-07-11,down,slight_lean,A6b
ETH,2022-07-12,up,slight_lean,A6b
ETH,2022-07-13,up,slight_lean,A6b
ETH,2022-07-14,up,slight_lean,A6b
ETH,2022-07-15,down,slight_lean,A6b
ETH,2022-07-18,up,slight_lean,OB-state(open-DON55)
ETH,2022-07-19,up,slight_lean,OB-state(open-DON55)
ETH,2022-07-20,up,slight_lean,OB-state(open-DON55)
ETH,2022-07-21,up,slight_lean,OB-state(open-DON55)
ETH,2022-07-22,up,slight_lean,OB-state(open-DON55)
ETH,2022-07-25,up,slight_lean,A6b
ETH,2022-07-26,up,slight_lean,A6b
ETH,2022-07-27,up,slight_lean,A6b
ETH,2022-07-28,down,slight_lean,A6b
ETH,2022-07-29,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-01,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-02,up,slight_lean,A6b
ETH,2022-08-03,up,slight_lean,A6b
ETH,2022-08-04,down,slight_lean,A6b
ETH,2022-08-05,down,slight_lean,A6b
ETH,2022-08-08,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-09,up,slight_lean,A6b
ETH,2022-08-10,up,slight_lean,A6b
ETH,2022-08-11,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-12,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-15,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-16,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-17,up,slight_lean,OB-state(open-DON55)
ETH,2022-08-18,up,slight_lean,A6b
ETH,2022-08-19,down,slight_lean,A6b
ETH,2022-08-22,up,slight_lean,A6b
ETH,2022-08-23,up,slight_lean,A6b
ETH,2022-08-24,up,slight_lean,A6b
ETH,2022-08-25,down,slight_lean,A6b
ETH,2022-08-26,down,slight_lean,A6b
ETH,2022-08-29,up,slight_lean,A6b
ETH,2022-08-30,up,slight_lean,A6b
ETH,2022-08-31,up,slight_lean,A6b
ETH,2022-09-01,up,slight_lean,A6b
ETH,2022-09-02,down,slight_lean,A6b
ETH,2022-09-05,up,slight_lean,A6b
ETH,2022-09-06,up,slight_lean,A6b
ETH,2022-09-07,up,slight_lean,A6b
ETH,2022-09-08,down,slight_lean,A6b
ETH,2022-09-09,up,slight_lean,OB-state(open-DON55)
ETH,2022-09-12,up,slight_lean,OB-state(open-DON55)
ETH,2022-09-13,up,slight_lean,OB-state(open-DON55)
ETH,2022-09-14,up,slight_lean,A6b
ETH,2022-09-15,down,slight_lean,A6b
ETH,2022-09-16,up,slight_lean,A6b
ETH,2022-09-19,up,slight_lean,A6b
ETH,2022-09-20,down,slight_lean,A6b
ETH,2022-09-21,up,slight_lean,A6b
ETH,2022-09-22,up,slight_lean,A6b
ETH,2022-09-23,up,slight_lean,A6b
ETH,2022-09-26,up,slight_lean,A6b
ETH,2022-09-27,up,slight_lean,A6b
ETH,2022-09-28,down,slight_lean,A6b
ETH,2022-09-29,down,slight_lean,A6b
ETH,2022-09-30,up,slight_lean,A6b
ETH,2022-10-03,up,slight_lean,A6b
ETH,2022-10-04,down,slight_lean,A6b
ETH,2022-10-05,down,slight_lean,A6b
ETH,2022-10-06,up,slight_lean,A6b
ETH,2022-10-07,up,slight_lean,A6b
ETH,2022-10-10,up,slight_lean,A6b
ETH,2022-10-11,up,slight_lean,A6b
ETH,2022-10-12,up,slight_lean,A6b
ETH,2022-10-13,up,slight_lean,A6b
ETH,2022-10-14,down,slight_lean,A6b
ETH,2022-10-17,up,slight_lean,A6b
ETH,2022-10-18,down,slight_lean,A6b
ETH,2022-10-19,down,slight_lean,A6b
ETH,2022-10-20,up,slight_lean,A6b
ETH,2022-10-21,up,slight_lean,A6b
ETH,2022-10-24,down,slight_lean,A6b
ETH,2022-10-25,down,slight_lean,A6b
ETH,2022-10-26,up,slight_lean,OB-state(open-DON55)
ETH,2022-10-27,up,slight_lean,OB-state(open-DON55)
ETH,2022-10-28,up,slight_lean,OB-state(open-DON55)
ETH,2022-10-31,up,slight_lean,OB-state(open-DON55)
ETH,2022-11-01,up,slight_lean,OB-state(open-DON55)
ETH,2022-11-02,up,slight_lean,OB-state(open-DON55)
ETH,2022-11-03,up,slight_lean,A6b
ETH,2022-11-04,up,slight_lean,A6b
ETH,2022-11-07,down,slight_lean,A6b
ETH,2022-11-08,down,slight_lean,A6b
ETH,2022-11-09,down,slight_lean,A6b
ETH,2022-11-10,up,slight_lean,A6b
ETH,2022-11-11,down,slight_lean,A6b
ETH,2022-11-14,down,slight_lean,A6b
ETH,2022-11-15,up,slight_lean,A6b
ETH,2022-11-16,down,slight_lean,A6b
ETH,2022-11-17,up,slight_lean,A6b
ETH,2022-11-18,up,slight_lean,A6b
ETH,2022-11-21,down,slight_lean,A6b
ETH,2022-11-22,up,slight_lean,A6b
ETH,2022-11-23,down,slight_lean,A6b
ETH,2022-11-24,down,slight_lean,A6b
ETH,2022-11-25,down,slight_lean,A6b
ETH,2022-11-28,up,slight_lean,A6b
ETH,2022-11-29,up,slight_lean,A6b
ETH,2022-11-30,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-01,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-02,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-05,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-06,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-07,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-08,up,slight_lean,A6b
ETH,2022-12-09,down,slight_lean,A6b
ETH,2022-12-12,up,slight_lean,A6b
ETH,2022-12-13,down,slight_lean,A6b
ETH,2022-12-14,up,slight_lean,OB-state(open-DON55)
ETH,2022-12-15,up,slight_lean,A6b
ETH,2022-12-16,up,slight_lean,A6b
ETH,2022-12-19,up,slight_lean,A6b
ETH,2022-12-20,up,slight_lean,A6b
ETH,2022-12-21,up,slight_lean,A6b
ETH,2022-12-22,down,slight_lean,A6b
ETH,2022-12-23,up,slight_lean,A6b
ETH,2022-12-26,down,slight_lean,A6b
ETH,2022-12-27,down,slight_lean,A6b
ETH,2022-12-28,up,slight_lean,A6b
ETH,2022-12-29,up,slight_lean,A6b
ETH,2022-12-30,down,slight_lean,A6b
ETH,2023-01-02,up,slight_lean,A6b
ETH,2023-01-03,up,slight_lean,A6b
ETH,2023-01-04,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-05,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-06,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-09,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-10,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-11,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-12,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-13,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-16,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-17,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-18,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-19,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-20,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-23,up,slight_lean,OB-state(open-DON55)
ETH,2023-01-24,down,slight_lean,A6b
ETH,2023-01-25,up,slight_lean,A6b
ETH,2023-01-26,up,slight_lean,A6b
ETH,2023-01-27,down,slight_lean,A6b
ETH,2023-01-30,down,slight_lean,A6b
ETH,2023-01-31,up,slight_lean,A6b
ETH,2023-02-01,down,slight_lean,A6b
ETH,2023-02-02,up,slight_lean,OB-state(open-DON55)
ETH,2023-02-03,up,slight_lean,OB-state(open-DON55)
ETH,2023-02-06,up,slight_lean,A6b
ETH,2023-02-07,up,slight_lean,A6b
ETH,2023-02-08,down,slight_lean,A6b
ETH,2023-02-09,up,slight_lean,A6b
ETH,2023-02-10,up,slight_lean,A6b
ETH,2023-02-13,up,slight_lean,A6b
ETH,2023-02-14,down,slight_lean,A6b
ETH,2023-02-15,down,slight_lean,A6b
ETH,2023-02-16,down,slight_lean,A6b
ETH,2023-02-17,up,slight_lean,A6b
ETH,2023-02-20,up,slight_lean,A6b
ETH,2023-02-21,up,slight_lean,A6b
ETH,2023-02-22,up,slight_lean,A6b
ETH,2023-02-23,down,slight_lean,A6b
ETH,2023-02-24,down,slight_lean,A6b
ETH,2023-02-27,up,slight_lean,A6b
ETH,2023-02-28,down,slight_lean,A6b
