coin,date,sc,kind,trig_name,trig,tgt,inv,tag
BTC,2022-01-11,1,SHORT,RND,41750.0,41503.56,41939.820078,lean
BTC,2022-01-11,2,LONG,PDC,41822.49,42248.5,41632.669922,ctx
BTC,2022-01-12,1,SHORT,RND,43250.0,43100.0,43457.542446,lean
BTC,2022-01-12,2,LONG,ONH,43443.6,44254.041415,43236.057554,ctx
BTC,2022-01-13,1,SHORT,RND,43750.0,43422.72,43939.21322,lean
BTC,2022-01-13,2,LONG,PDC,43902.66,44075.42,43713.44678,ctx
BTC,2022-01-14,1,LONG,PDL,42311.22,42560.11,42118.05208,lean
BTC,2022-01-14,2,SHORT,RND,42000.0,41725.95,42193.16792,ctx
BTC,2022-01-17,1,SHORT,RND,42500.0,42300.0,42695.693215,lean
BTC,2022-01-17,2,LONG,PDL,42581.79,43071.66,42386.096785,ctx
BTC,2022-01-18,1,SHORT,RND,41750.0,41540.42,41941.540839,lean
BTC,2022-01-18,2,LONG,PDC,42201.62,42436.66,42010.079161,ctx
BTC,2022-01-19,1,LONG,PDC,42352.12,42560.91,42180.780039,lean
BTC,2022-01-19,2,SHORT,RND,42000.0,41295.403515,42171.339961,ctx
BTC,2022-01-20,1,LONG,ONH,42232.76,42559.13,42054.818461,lean
BTC,2022-01-20,2,SHORT,RND,42000.0,41660.01,42177.941539,ctx
BTC,2022-01-21,1,LONG,RND,38250.0,39050.062352,38064.878067,lean
BTC,2022-01-21,2,SHORT,ONL,37710.0,37322.257648,37895.121933,ctx
BTC,2022-01-24,1,SHORT,ONL,33029.54,33000.0,33195.61221,ctx
BTC,2022-01-25,1,SHORT,RND,36500.0,35735.235455,36667.977402,lean
BTC,2022-01-25,2,LONG,PDC,36660.35,36800.0,36492.372598,ctx
BTC,2022-01-26,1,LONG,RND,37750.0,38248.92,37572.514298,lean
BTC,2022-01-26,2,SHORT,PDH,37545.14,36958.32,37722.625702,ctx
BTC,2022-01-27,1,SHORT,PDL,36234.63,35888.584684,36401.696853,lean
BTC,2022-01-27,2,LONG,RND,36750.0,36809.34,36582.933147,ctx
BTC,2022-01-28,1,SHORT,RND,36250.0,36155.01,36429.944816,ctx
BTC,2022-01-31,1,SHORT,RND,37000.0,36632.61,37171.934255,lean
BTC,2022-01-31,2,LONG,PDL,37351.63,37881.76,37179.695745,ctx
BTC,2022-02-01,1,SHORT,PDC,38466.9,38000.0,38647.556266,lean
BTC,2022-02-01,2,LONG,PDH,38744.0,38750.0,38563.343734,ctx
BTC,2022-02-02,1,SHORT,PDC,38694.59,38196.42,38864.180482,lean
BTC,2022-02-02,2,LONG,RND,38750.0,38889.0,38580.409518,ctx
BTC,2022-02-03,1,SHORT,PDL,36586.95,36250.0,36758.652871,lean
BTC,2022-02-03,2,LONG,RND,36750.0,36896.36,36578.297129,ctx
BTC,2022-02-04,1,LONG,RND,38000.0,38236.08,37820.817686,lean
BTC,2022-02-04,2,SHORT,PDH,37387.0,37311.61,37566.182314,ctx
BTC,2022-02-07,1,SHORT,PDC,42380.87,41763.802956,42568.611509,lean
BTC,2022-02-07,2,LONG,PDH,42656.0,42750.0,42468.258491,ctx
BTC,2022-02-08,1,LONG,RND,43500.0,43839.99,43313.918228,lean
BTC,2022-02-08,2,SHORT,ONL,43105.3,42590.538395,43291.381772,ctx
BTC,2022-02-09,1,SHORT,PDC,44042.99,43297.687779,44223.819762,lean
BTC,2022-02-09,2,LONG,RND,44250.0,44349.23,44069.170238,ctx
BTC,2022-02-10,1,SHORT,PDH,44799.0,44750.0,45012.092028,lean
BTC,2022-02-10,2,LONG,ONH,45177.96,45802.159465,44964.867972,ctx
BTC,2022-02-11,1,LONG,ONH,44047.61,44445.321509,43860.206105,lean
BTC,2022-02-11,2,SHORT,RND,43500.0,43495.44,43687.403895,ctx
BTC,2022-02-14,1,LONG,ONH,42591.49,42760.0,42410.245665,lean
BTC,2022-02-14,2,SHORT,RND,42500.0,42053.66,42681.244335,ctx
BTC,2022-02-15,1,LONG,RND,44250.0,44425.85,44078.910692,ctx
BTC,2022-02-16,1,SHORT,RND,44000.0,43673.92,44187.428482,lean
BTC,2022-02-16,2,LONG,PDC,44544.86,44751.4,44357.431518,ctx
BTC,2022-02-17,1,LONG,RND,43250.0,43307.0,43048.971733,lean
BTC,2022-02-17,2,SHORT,ONL,42900.0,42275.118085,43101.028267,ctx
BTC,2022-02-18,1,LONG,RND,40500.0,40515.7,40323.078645,lean
BTC,2022-02-18,2,SHORT,ONL,40082.09,40073.21,40259.011355,ctx
BTC,2022-02-21,1,LONG,PDL,38000.0,38305.141937,37836.038871,lean
BTC,2022-02-21,2,SHORT,RND,37500.0,37348.49,37663.961129,ctx
BTC,2022-02-22,1,LONG,RND,37750.0,37865.0,37572.506949,lean
BTC,2022-02-22,2,SHORT,PDC,37008.16,36809.679095,37185.653051,ctx
BTC,2022-02-23,1,LONG,ONH,39125.47,39785.299929,38960.703587,lean
BTC,2022-02-23,2,SHORT,RND,39000.0,38429.0,39164.766413,ctx
BTC,2022-02-24,1,SHORT,RND,35250.0,34446.909703,35423.348635,ctx
BTC,2022-02-25,1,SHORT,RND,39250.0,38529.696097,39428.361551,lean
BTC,2022-02-25,2,LONG,ONH,39500.0,39843.0,39321.638449,ctx
BTC,2022-02-28,1,SHORT,RND,38250.0,37699.07,38427.050223,lean
BTC,2022-02-28,2,LONG,ONH,38672.96,39103.154375,38495.909777,ctx
BTC,2022-03-01,1,SHORT,PDH,44225.84,43763.328979,44413.779504,lean
BTC,2022-03-01,2,LONG,ONH,44689.8,44750.0,44501.860496,ctx
BTC,2022-03-02,1,LONG,PDC,44421.2,44750.0,44229.278057,lean
BTC,2022-03-02,2,SHORT,RND,44000.0,43653.63,44191.921943,ctx
BTC,2022-03-03,1,SHORT,RND,43500.0,43334.09,43701.886106,lean
BTC,2022-03-03,2,LONG,PDC,43892.98,44200.01,43691.093894,ctx
BTC,2022-03-04,1,LONG,PDL,41832.28,42426.099781,41636.249333,lean
BTC,2022-03-04,2,SHORT,RND,41500.0,40863.01,41696.030667,ctx
BTC,2022-03-07,1,LONG,ONH,39013.92,39507.405026,38818.663923,lean
BTC,2022-03-07,2,SHORT,RND,38500.0,38420.81,38695.256077,ctx
BTC,2022-03-08,1,LONG,ONH,39226.99,39547.57,39027.075382,lean
BTC,2022-03-08,2,SHORT,RND,38750.0,37988.0,38949.914618,ctx
BTC,2022-03-09,1,LONG,RND,42000.0,42545.45,41811.101126,lean
BTC,2022-03-10,1,SHORT,ONL,38782.14,38656.45,38982.838897,lean
BTC,2022-03-10,2,LONG,RND,39250.0,40179.404852,39049.301103,ctx
BTC,2022-03-11,1,LONG,RND,40000.0,40236.26,39799.655836,lean
BTC,2022-03-11,2,SHORT,PDC,39422.0,38979.150567,39622.344164,ctx
BTC,2022-03-14,1,LONG,RND,39000.0,39299.98,38815.750557,lean
BTC,2022-03-15,1,LONG,RND,38750.0,39486.149714,38569.755776,lean
BTC,2022-03-15,2,SHORT,ONL,38098.33,37803.870286,38278.574224,ctx
BTC,2022-03-16,1,SHORT,RND,40500.0,39887.61,40676.647994,lean
BTC,2022-03-17,1,SHORT,ONL,40500.0,39888.266991,40684.337788,lean
BTC,2022-03-17,2,LONG,RND,40750.0,41114.0,40565.662212,ctx
BTC,2022-03-18,1,SHORT,ONL,40135.04,39567.684418,40311.338339,lean
BTC,2022-03-21,1,SHORT,PDL,40911.0,40495.127421,41071.532696,lean
BTC,2022-03-21,2,LONG,RND,41250.0,41262.11,41089.467304,ctx
BTC,2022-03-22,1,LONG,RND,43000.0,43361.0,42839.671199,lean
BTC,2022-03-23,1,SHORT,RND,42000.0,41751.47,42162.20197,lean
BTC,2022-03-23,2,LONG,PDC,42364.13,42796.722528,42201.92803,ctx
BTC,2022-03-24,1,LONG,RND,43000.0,43025.96,42835.812321,lean
BTC,2022-03-24,2,SHORT,PDC,42882.76,42335.12,43046.947679,ctx
BTC,2022-03-25,1,SHORT,RND,44500.0,44220.89,44673.74215,lean
BTC,2022-03-25,2,LONG,ONH,44664.2,45396.0767,44490.45785,ctx
BTC,2022-03-28,1,LONG,ONH,47650.0,48121.238822,47463.850252,lean
BTC,2022-03-28,2,SHORT,RND,47250.0,46999.0,47436.149748,ctx
BTC,2022-03-29,1,SHORT,PDC,47122.21,47031.670483,47307.444897,lean
BTC,2022-03-29,2,LONG,ONH,47963.24,48000.0,47778.005103,ctx
BTC,2022-03-30,1,SHORT,RND,47250.0,46950.85,47431.616335,lean
BTC,2022-03-30,2,LONG,PDC,47434.8,47580.0,47253.183665,ctx
BTC,2022-03-31,1,LONG,RND,47250.0,47425.21,47064.978239,lean
BTC,2022-03-31,2,SHORT,PDC,47067.99,46850.0,47253.011761,ctx
BTC,2022-04-01,1,LONG,PDL,45200.0,45510.34,45026.456552,lean
BTC,2022-04-01,2,SHORT,RND,45000.0,44254.390577,45173.543448,ctx
BTC,2022-04-04,1,SHORT,ONL,45744.77,45530.92,45925.320558,lean
BTC,2022-04-04,2,LONG,RND,46250.0,46407.35,46069.449442,ctx
BTC,2022-04-05,1,SHORT,PDC,46580.51,46372.05,46761.734247,lean
BTC,2022-04-05,2,LONG,RND,46750.0,46890.71,46568.775753,ctx
BTC,2022-04-06,1,LONG,PDL,45353.81,45497.55,45180.315324,lean
BTC,2022-04-06,2,SHORT,RND,44750.0,44412.0,44923.494676,ctx
BTC,2022-04-07,1,LONG,ONH,43865.27,44581.776517,43690.619318,lean
BTC,2022-04-07,2,SHORT,RND,43750.0,43170.47,43924.650682,ctx
BTC,2022-04-08,1,SHORT,ONL,43260.76,43250.0,43426.753244,lean
BTC,2022-04-08,2,LONG,PDC,43444.19,43900.99,43278.196756,ctx
BTC,2022-04-11,1,LONG,PDL,41868.0,41886.779257,41692.468016,lean
BTC,2022-04-11,2,SHORT,RND,41000.0,40968.11,41175.531984,ctx
BTC,2022-04-12,1,LONG,ONH,40464.0,40500.0,40286.762181,lean
BTC,2022-04-13,1,LONG,RND,39750.0,40074.94,39582.440365,lean
BTC,2022-04-13,2,SHORT,ONL,39555.51,39254.63,39723.069635,ctx
BTC,2022-04-14,1,SHORT,ONL,40851.5,40065.325869,41034.642314,lean
BTC,2022-04-14,2,LONG,RND,41000.0,41147.79,40816.857686,ctx
BTC,2022-04-15,1,LONG,RND,40250.0,40449.96,40079.394938,lean
BTC,2022-04-15,2,SHORT,PDC,39942.38,39766.4,40112.985062,ctx
BTC,2022-04-18,1,LONG,RND,39000.0,39546.17,38820.424498,lean
BTC,2022-04-18,2,SHORT,ONL,38536.51,38160.52099,38716.085502,ctx
BTC,2022-04-19,1,SHORT,ONL,40571.0,39874.025894,40745.273023,lean
BTC,2022-04-19,2,LONG,RND,40750.0,40801.13,40575.726977,ctx
BTC,2022-04-20,1,SHORT,RND,42000.0,41760.0,42167.865029,lean
BTC,2022-04-20,2,LONG,ONH,42199.0,42873.370135,42031.134971,ctx
BTC,2022-04-21,1,LONG,RND,42500.0,42690.0,42330.113995,lean
BTC,2022-04-21,2,SHORT,PDH,42199.0,41647.198644,42368.886005,ctx
BTC,2022-04-22,1,LONG,ONH,40815.6,41392.413338,40642.69857,lean
BTC,2022-04-22,2,SHORT,RND,40500.0,40480.01,40672.90143,ctx
BTC,2022-04-25,1,LONG,PDL,38929.62,39450.13,38751.992199,lean
BTC,2022-04-25,2,SHORT,RND,38750.0,38200.0,38927.627801,ctx
BTC,2022-04-26,1,SHORT,PDC,40426.08,40141.92,40594.397447,lean
BTC,2022-04-26,2,LONG,RND,40500.0,40616.0,40331.682553,ctx
BTC,2022-04-27,1,LONG,ONH,39221.65,39824.440253,39048.667803,lean
BTC,2022-04-27,2,SHORT,RND,39000.0,38209.939747,39172.982197,ctx
BTC,2022-04-28,1,LONG,RND,39750.0,39882.38,39585.949276,lean
BTC,2022-04-28,2,SHORT,PDH,39474.72,39235.72,39638.770724,ctx
BTC,2022-04-29,1,SHORT,ONL,38616.46,37899.75019,38798.557816,lean
BTC,2022-04-29,2,LONG,RND,38750.0,38881.43,38567.902184,ctx
BTC,2022-05-02,1,LONG,PDH,38675.0,39167.34,38516.984519,lean
BTC,2022-05-02,2,SHORT,RND,38500.0,38468.35,38658.015481,ctx
BTC,2022-05-03,1,SHORT,PDC,38525.16,38500.0,38684.350417,lean
BTC,2022-05-03,2,LONG,ONH,38908.56,39167.34,38749.369583,ctx
BTC,2022-05-04,1,SHORT,RND,39000.0,38651.51,39155.900385,lean
BTC,2022-05-04,2,LONG,ONH,39100.0,39729.835131,38944.099615,ctx
BTC,2022-05-05,1,SHORT,ONL,39407.17,38743.502986,39567.740074,lean
BTC,2022-05-05,2,LONG,RND,39500.0,39690.0,39339.429926,ctx
BTC,2022-05-06,1,SHORT,RND,35750.0,35587.1,35909.169302,ctx
BTC,2022-05-09,1,LONG,PDL,33713.95,33850.140369,33557.98635,lean
BTC,2022-05-09,2,SHORT,RND,33000.0,32650.39,33155.96365,ctx
BTC,2022-05-10,1,SHORT,RND,31500.0,30913.468797,31651.879544,ctx
BTC,2022-05-11,1,SHORT,RND,31500.0,31017.1,31701.608463,lean
BTC,2022-05-11,2,LONG,ONH,32162.59,32473.989496,31960.981537,ctx
BTC,2022-05-12,1,LONG,RND,28500.0,29103.94,28333.656799,lean
BTC,2022-05-12,2,SHORT,PDL,27785.0,27696.711728,27951.343201,ctx
BTC,2022-05-13,1,LONG,RND,30750.0,31083.37,30595.719404,lean
BTC,2022-05-13,2,SHORT,PDH,30243.0,29948.103884,30397.280596,ctx
BTC,2022-05-16,1,SHORT,PDL,29480.0,29258.0,29649.192616,lean
BTC,2022-05-16,2,LONG,RND,30000.0,30740.515543,29830.807384,ctx
BTC,2022-05-17,1,LONG,ONH,30788.37,31053.136052,30631.155846,lean
BTC,2022-05-17,2,SHORT,RND,30250.0,29874.01,30407.214154,ctx
BTC,2022-05-18,1,SHORT,RND,29750.0,29682.97,29903.741003,lean
BTC,2022-05-18,2,LONG,PDC,30444.93,30551.038015,30291.188997,ctx
BTC,2022-05-19,1,LONG,ONH,29540.0,30169.468374,29396.585348,lean
BTC,2022-05-19,2,SHORT,RND,29500.0,28830.931626,29643.414652,ctx
BTC,2022-05-20,1,LONG,RND,30500.0,30545.18,30353.674677,lean
BTC,2022-05-20,2,SHORT,PDC,30319.23,29850.51,30465.555323,ctx
BTC,2022-05-23,1,LONG,PDH,30487.99,30500.0,30341.521792,lean
BTC,2022-05-23,2,SHORT,PDC,30293.94,30017.7,30440.408208,ctx
BTC,2022-05-24,1,SHORT,RND,29250.0,29109.15,29377.579457,lean
BTC,2022-05-24,2,LONG,ONH,29439.26,29891.110799,29311.680543,ctx
BTC,2022-05-25,1,LONG,RND,29500.0,29654.58,29360.729986,lean
BTC,2022-05-25,2,SHORT,ONL,29294.21,28759.083268,29433.480014,ctx
BTC,2022-05-26,1,SHORT,ONL,28877.0,28380.27897,29009.454506,lean
BTC,2022-05-26,2,LONG,RND,29000.0,29294.21,28867.545494,ctx
BTC,2022-05-27,1,SHORT,ONL,28643.89,28255.285455,28784.82026,lean
BTC,2022-05-27,2,LONG,RND,29000.0,29201.35,28859.06974,ctx
BTC,2022-05-30,1,LONG,RND,30750.0,30928.71,30612.865677,ctx
BTC,2022-05-31,1,SHORT,RND,31750.0,31734.22,31896.532254,lean
BTC,2022-05-31,2,LONG,ONH,31912.79,32222.0,31766.257746,ctx
BTC,2022-06-01,1,LONG,PDC,31801.04,31982.97,31656.554095,lean
BTC,2022-06-01,2,SHORT,RND,31500.0,31371.45,31644.485905,ctx
BTC,2022-06-02,1,LONG,ONH,30210.18,30250.0,30070.199654,lean
BTC,2022-06-02,2,SHORT,PDC,29805.83,29520.428387,29945.810346,ctx
BTC,2022-06-03,1,SHORT,RND,29750.0,29680.0,29891.715938,lean
BTC,2022-06-06,1,LONG,RND,31500.0,31599.37,31368.243853,lean
BTC,2022-06-07,1,SHORT,RND,29500.0,29218.96,29616.252777,lean
BTC,2022-06-07,2,LONG,PDL,29890.23,30064.012958,29773.977223,ctx
BTC,2022-06-08,1,SHORT,ONL,29843.88,29826.614986,29969.073217,lean
BTC,2022-06-08,2,LONG,RND,30500.0,30995.085014,30374.806783,ctx
BTC,2022-06-09,1,LONG,ONH,30700.0,30931.455266,30564.574586,lean
BTC,2022-06-09,2,SHORT,RND,30250.0,30204.77,30385.425414,ctx
BTC,2022-06-10,1,LONG,PDC,30109.93,30382.8,29983.737544,lean
BTC,2022-06-10,2,SHORT,RND,30000.0,29944.1,30126.192456,ctx
BTC,2022-06-13,1,SHORT,RND,23700.0,23500.0,23829.427089,ctx
BTC,2022-06-14,1,LONG,RND,22000.0,22487.41,21882.658981,lean
BTC,2022-06-14,2,SHORT,PDL,21925.77,21446.968578,22043.111019,ctx
BTC,2022-06-15,1,SHORT,PDL,20846.0,20633.389138,20962.49447,lean
BTC,2022-06-15,2,LONG,RND,21200.0,21720.670862,21083.50553,ctx
BTC,2022-06-16,1,SHORT,RND,21000.0,20852.35,21119.331493,lean
BTC,2022-06-17,1,LONG,RND,21000.0,21365.43,20888.496535,lean
BTC,2022-06-20,1,SHORT,RND,20800.0,20574.0,20912.200903,lean
BTC,2022-06-20,2,LONG,PDH,20815.95,21022.0,20703.749097,ctx
BTC,2022-06-21,1,SHORT,PDC,20573.89,20438.818587,20686.090303,lean
BTC,2022-06-21,2,LONG,RND,21000.0,21090.0,20887.799697,ctx
BTC,2022-06-22,1,SHORT,RND,20500.0,20348.4,20609.502269,lean
BTC,2022-06-22,2,LONG,PDC,20723.52,21003.7,20614.017731,ctx
BTC,2022-06-23,1,LONG,ONH,20812.12,20900.0,20705.892457,lean
BTC,2022-06-23,2,SHORT,RND,20600.0,20143.061466,20706.227543,ctx
BTC,2022-06-24,1,SHORT,PDC,21110.13,20683.2,21221.223597,lean
BTC,2022-06-24,2,LONG,RND,21200.0,21233.0,21088.906403,ctx
BTC,2022-06-27,1,SHORT,RND,21300.0,21038.07,21406.916304,lean
BTC,2022-06-27,2,LONG,ONH,21539.85,21803.492754,21432.933696,ctx
BTC,2022-06-28,1,LONG,RND,21000.0,21212.1,20899.893177,lean
BTC,2022-06-28,2,SHORT,PDC,20742.56,20530.964827,20842.666823,ctx
BTC,2022-06-29,1,LONG,PDL,20202.01,20281.29,20104.129338,lean
BTC,2022-06-29,2,SHORT,RND,20100.0,19854.92,20197.880662,ctx
BTC,2022-06-30,1,SHORT,RND,19100.0,18921.59,19201.72406,lean
BTC,2022-07-01,1,LONG,RND,19200.0,19641.683276,19103.431441,lean
BTC,2022-07-01,2,SHORT,ONL,18740.83,18740.376724,18837.398559,ctx
BTC,2022-07-04,1,SHORT,RND,19800.0,19647.63,19884.657336,lean
BTC,2022-07-04,2,LONG,ONH,19855.7,20201.557569,19771.042664,ctx
BTC,2022-07-05,1,SHORT,RND,19500.0,19478.0,19590.732849,lean
BTC,2022-07-06,1,SHORT,RND,20100.0,19761.25,20186.954498,lean
BTC,2022-07-06,2,LONG,PDC,20175.83,20439.99,20088.875502,ctx
BTC,2022-07-07,1,SHORT,RND,20500.0,20251.68,20580.837993,lean
BTC,2022-07-07,2,LONG,PDC,20564.51,20675.22,20483.672007,ctx
BTC,2022-07-08,1,SHORT,ONL,21317.0,21178.070392,21403.98063,lean
BTC,2022-07-08,2,LONG,RND,21600.0,21624.98,21513.01937,ctx
BTC,2022-07-11,1,SHORT,ONL,20353.72,20059.816631,20442.272151,lean
BTC,2022-07-11,2,LONG,RND,20500.0,20655.0,20411.447849,ctx
BTC,2022-07-12,1,LONG,RND,19800.0,19875.23,19713.960135,lean
BTC,2022-07-12,2,SHORT,ONL,19558.12,19372.380632,19644.159865,ctx
BTC,2022-07-13,1,LONG,ONH,19930.0,20059.42,19839.224299,lean
BTC,2022-07-13,2,SHORT,RND,19800.0,19420.270063,19890.775701,ctx
BTC,2022-07-14,1,SHORT,RND,19700.0,19635.22,19788.112406,ctx
BTC,2022-07-15,1,SHORT,PDC,20588.84,20382.29,20681.151651,lean
BTC,2022-07-15,2,LONG,RND,20800.0,20900.0,20707.688349,ctx
BTC,2022-07-18,1,SHORT,RND,22100.0,21735.48835,22185.247496,lean
BTC,2022-07-18,2,LONG,ONH,22515.0,22531.13165,22429.752504,ctx
BTC,2022-07-19,1,LONG,RND,22000.0,22403.574399,21908.053343,lean
BTC,2022-07-19,2,SHORT,ONL,21556.0,21545.405601,21647.946657,ctx
BTC,2022-07-20,1,SHORT,RND,23700.0,23396.62,23804.900549,lean
BTC,2022-07-20,2,LONG,PDH,23800.0,23888.04,23695.099451,ctx
BTC,2022-07-21,1,SHORT,RND,22600.0,22466.34,22698.679138,lean
BTC,2022-07-21,2,LONG,PDL,22906.19,23066.542646,22807.510862,ctx
BTC,2022-07-22,1,SHORT,RND,23600.0,23442.77,23693.761472,lean
BTC,2022-07-22,2,LONG,ONH,23634.4,24048.133534,23540.638528,ctx
BTC,2022-07-25,1,LONG,PDL,22257.15,22370.385569,22165.192378,lean
BTC,2022-07-25,2,SHORT,RND,21900.0,21737.82,21991.957622,ctx
BTC,2022-07-26,1,LONG,RND,21100.0,21250.0,21013.695363,lean
BTC,2022-07-26,2,SHORT,ONL,20856.48,20687.465029,20942.784637,ctx
BTC,2022-07-27,1,LONG,PDC,21254.67,21347.82,21168.892591,lean
BTC,2022-07-27,2,SHORT,RND,21200.0,20919.46,21285.777409,ctx
BTC,2022-07-28,1,SHORT,PDH,23112.63,23100.0,23200.50936,lean
BTC,2022-07-28,2,LONG,ONH,23460.58,23524.623678,23372.70064,ctx
BTC,2022-07-29,1,SHORT,RND,23700.0,23530.96,23810.094349,lean
BTC,2022-07-29,2,LONG,PDC,23842.93,24199.72,23732.835651,ctx
BTC,2022-08-01,1,SHORT,PDL,23227.31,23200.0,23321.643018,lean
BTC,2022-08-01,2,LONG,PDC,23293.32,23593.45,23198.986982,ctx
BTC,2022-08-02,1,LONG,RND,22900.0,23268.01,22806.468209,lean
BTC,2022-08-02,2,SHORT,PDL,22850.0,22654.37,22943.531791,ctx
BTC,2022-08-03,1,LONG,PDH,23459.89,23471.5,23369.100832,lean
BTC,2022-08-03,2,SHORT,RND,23400.0,22987.79,23490.789168,ctx
BTC,2022-08-04,1,SHORT,PDC,22818.37,22720.0,22908.067797,lean
BTC,2022-08-04,2,LONG,RND,22900.0,23282.0,22810.302203,ctx
BTC,2022-08-05,1,SHORT,RND,23400.0,23223.32,23492.727069,lean
BTC,2022-08-05,2,LONG,ONH,23441.1,23837.85632,23348.372931,ctx
BTC,2022-08-08,1,LONG,ONH,24189.43,24200.0,24099.268656,lean
BTC,2022-08-09,1,LONG,RND,23300.0,23700.700593,23206.404159,lean
BTC,2022-08-09,2,SHORT,ONL,23182.55,23154.25,23276.145841,ctx
BTC,2022-08-10,1,LONG,PDC,23149.95,23265.0,23044.223219,lean
BTC,2022-08-10,2,SHORT,RND,23100.0,22865.0,23205.726781,ctx
BTC,2022-08-11,1,SHORT,PDH,24226.0,24109.742808,24322.348684,lean
BTC,2022-08-11,2,LONG,RND,24600.0,24745.0,24503.651316,ctx
BTC,2022-08-12,1,LONG,RND,23700.0,23852.13,23605.915188,lean
BTC,2022-08-12,2,SHORT,ONL,23583.0,23233.927545,23677.084812,ctx
BTC,2022-08-15,1,SHORT,RND,24000.0,23869.46,24094.560983,lean
BTC,2022-08-15,2,LONG,PDL,24144.0,24305.24,24049.439017,ctx
BTC,2022-08-16,1,SHORT,RND,24000.0,23773.22,24094.715454,lean
BTC,2022-08-16,2,LONG,PDC,24094.82,24247.49,24000.104546,ctx
BTC,2022-08-17,1,LONG,PDC,23854.74,24159.153245,23766.346448,lean
BTC,2022-08-17,2,SHORT,RND,23700.0,23690.79,23788.393552,ctx
BTC,2022-08-18,1,LONG,ONH,23582.35,23950.643183,23493.161461,lean
BTC,2022-08-18,2,SHORT,RND,23500.0,23342.66,23589.188539,ctx
BTC,2022-08-19,1,SHORT,ONL,21261.96,21053.540448,21350.753475,lean
BTC,2022-08-19,2,LONG,RND,21500.0,21882.279552,21411.206525,ctx
BTC,2022-08-22,1,LONG,PDC,21515.61,21661.14596,21427.230866,lean
BTC,2022-08-22,2,SHORT,RND,21200.0,21069.11,21288.379134,ctx
BTC,2022-08-23,1,LONG,RND,21500.0,21548.71,21412.096452,lean
BTC,2022-08-23,2,SHORT,PDC,21399.83,21046.123444,21487.733548,ctx
BTC,2022-08-24,1,LONG,PDC,21529.12,21605.44,21440.551441,lean
BTC,2022-08-24,2,SHORT,RND,21400.0,21145.0,21488.568559,ctx
BTC,2022-08-25,1,SHORT,RND,21700.0,21368.08,21787.906057,lean
BTC,2022-08-25,2,LONG,ONH,21819.88,21900.0,21731.973943,ctx
BTC,2022-08-26,1,SHORT,ONL,21106.31,20769.10854,21196.451741,lean
BTC,2022-08-26,2,LONG,RND,21200.0,21310.15,21109.858259,ctx
BTC,2022-08-29,1,LONG,ONH,20032.15,20171.18,19951.343958,lean
BTC,2022-08-29,2,SHORT,RND,19800.0,19555.61,19880.806042,ctx
BTC,2022-08-30,1,LONG,PDH,20433.62,20576.25,20350.166618,lean
BTC,2022-08-30,2,SHORT,RND,20400.0,20285.73,20483.453382,ctx
BTC,2022-08-31,1,LONG,ONH,20490.0,20576.25,20406.968188,lean
BTC,2022-08-31,2,SHORT,RND,20300.0,19927.298213,20383.031812,ctx
BTC,2022-09-01,1,LONG,RND,20100.0,20292.75,20017.150998,lean
BTC,2022-09-01,2,SHORT,PDC,20050.02,19801.38,20132.869002,ctx
BTC,2022-09-02,1,SHORT,ONL,19957.78,19697.191134,20042.1269,lean
BTC,2022-09-02,2,LONG,RND,20100.0,20131.46,20015.6531,ctx
BTC,2022-09-05,1,LONG,PDC,20000.3,20029.23,19919.38668,lean
BTC,2022-09-05,2,SHORT,RND,19700.0,19633.83,19780.91332,ctx
BTC,2022-09-06,1,LONG,PDH,20057.27,20180.0,19977.375951,lean
BTC,2022-09-06,2,SHORT,RND,19900.0,19796.84,19979.894049,ctx
BTC,2022-09-07,1,LONG,PDC,18790.61,19000.0,18712.965026,lean
BTC,2022-09-07,2,SHORT,RND,18700.0,18649.51,18777.644974,ctx
BTC,2022-09-08,1,SHORT,RND,19300.0,19292.84,19379.368736,lean
BTC,2022-09-08,2,LONG,ONH,19427.0,19464.06,19347.631264,ctx
BTC,2022-09-09,1,SHORT,RND,20900.0,20568.176599,20979.187872,lean
BTC,2022-09-09,2,LONG,ONH,21200.0,21307.263401,21120.812128,ctx
BTC,2022-09-12,1,SHORT,RND,22300.0,21912.348773,22385.800263,lean
BTC,2022-09-12,2,LONG,ONH,22472.68,22713.151227,22386.879737,ctx
BTC,2022-09-13,1,SHORT,RND,22500.0,22488.0,22613.839319,lean
BTC,2022-09-13,2,LONG,ONH,22713.92,23053.990154,22600.080681,ctx
BTC,2022-09-14,1,LONG,ONH,20541.48,20663.460411,20447.599198,lean
BTC,2022-09-14,2,SHORT,RND,20200.0,20173.57,20293.880802,ctx
BTC,2022-09-15,1,SHORT,RND,20100.0,19920.0,20197.008348,lean
BTC,2022-09-15,2,LONG,PDC,20226.71,20393.37,20129.701652,ctx
BTC,2022-09-16,1,LONG,ONH,19890.0,19900.0,19797.471928,lean
BTC,2022-09-16,2,SHORT,PDC,19701.88,19578.0,19794.408072,ctx
BTC,2022-09-19,1,LONG,RND,18700.0,19110.406103,18608.813692,lean
BTC,2022-09-20,1,SHORT,RND,19200.0,19150.0,19293.823034,lean
BTC,2022-09-20,2,LONG,PDC,19537.02,19657.330825,19443.196966,ctx
BTC,2022-09-21,1,LONG,RND,19200.0,19205.93,19115.372483,lean
BTC,2022-09-21,2,SHORT,PDC,18875.0,18785.01,18959.627517,ctx
BTC,2022-09-22,1,LONG,ONH,19285.12,19645.59785,19196.022604,lean
